Year,Units,Series,COMMENT_OBS_0,federal state,GeoCode,Value
2019,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,rhineland palatinate,code07,
2020,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,rhineland palatinate,code07,11.155
2021,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,rhineland palatinate,code07,
2022,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,rhineland palatinate,code07,
2023,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,rhineland palatinate,code07,12.405
2024,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,rhineland palatinate,code07,
2030,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,rhineland palatinate,code07,
1999,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,6.3
2000,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2001,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,5.4
2002,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2003,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,6.7
2004,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2005,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,7.8
2006,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2007,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,9.1
2008,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2009,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2010,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,10.908
2011,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2012,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2013,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,11.938
2014,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2015,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2016,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,14.89
2017,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2018,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2019,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2020,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,18.196
2021,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2022,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saarland,code10,
2023,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saarland,code10,19.421
2024,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,saarland,code10,
2030,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,saarland,code10,
1999,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,1.5
2000,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2001,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,2.6
2002,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2003,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,3.4
2004,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2005,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,3.4
2006,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2007,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,3.5
2008,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2009,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2010,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,4.16
2011,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2012,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2013,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,3.894
2014,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2015,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2016,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,4.588
2017,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2018,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2019,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2020,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,7.924
2021,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2022,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2023,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony,code14,9.519
2024,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony,code14,
2030,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,saxony,code14,
1999,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,2.0
2000,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2001,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,2.6
2002,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2003,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,3.2
2004,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2005,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,4.2
2006,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2007,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,3.8
2008,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2009,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2010,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,4.23
2011,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2012,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2013,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,4.553
2014,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2015,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2016,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,4.975
2017,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2018,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2019,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2020,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,9.034
2021,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2022,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,saxony-anhalt,code15,
2023,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,saxony-anhalt,code15,10.164
2024,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,saxony-anhalt,code15,
2030,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,saxony-anhalt,code15,
1999,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,1.5
2000,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2001,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,1.9
2002,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2003,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,2.2
2004,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2005,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,2.8
2006,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2007,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,2.9
2008,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2009,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2010,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,3.533
2011,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2012,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2013,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,3.614
2014,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2015,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2016,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,4.044
2017,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2018,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2019,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2020,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,6.352
2021,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2022,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,schleswig-holstein,code01,
2023,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,schleswig-holstein,code01,7.896
2024,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,schleswig-holstein,code01,
2030,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,schleswig-holstein,code01,
1999,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,1.9
2000,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2001,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,2.1
2002,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2003,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,3.0
2004,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2005,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,3.1
2006,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2007,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,5.1
2008,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2009,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2010,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,4.96
2011,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2012,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2013,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,5.098
2014,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2015,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2016,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,4.314
2017,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2018,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2019,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2020,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,6.58
2021,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2022,percentage,<u>time series of the indicator:</u> data from the federal statistical office,.,thuringia,code16,
2023,percentage,<u>time series of the indicator:</u> data from the federal statistical office,,thuringia,code16,8.157
2024,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,thuringia,code16,
2030,percentage,<u>time series of the indicator:</u> data from the federal statistical office,…,thuringia,code16,
1999,percentage,<u>additional time series:</u> data from the bmleh,,,,2.6
2000,percentage,<u>additional time series:</u> data from the bmleh,,,,3.2
2001,percentage,<u>additional time series:</u> data from the bmleh,,,,3.7
2002,percentage,<u>additional time series:</u> data from the bmleh,,,,4.1
2003,percentage,<u>additional time series:</u> data from the bmleh,,,,4.3
2004,percentage,<u>additional time series:</u> data from the bmleh,,,,4.5
2005,percentage,<u>additional time series:</u> data from the bmleh,,,,4.7
2006,percentage,<u>additional time series:</u> data from the bmleh,,,,4.9
2007,percentage,<u>additional time series:</u> data from the bmleh,,,,5.1
2008,percentage,<u>additional time series:</u> data from the bmleh,,,,5.4
2009,percentage,<u>additional time series:</u> data from the bmleh,,,,5.6
2010,percentage,<u>additional time series:</u> data from the bmleh,,,,5.9
2011,percentage,<u>additional time series:</u> data from the bmleh,,,,6.1
2012,percentage,<u>additional time series:</u> data from the bmleh,,,,6.2
2013,percentage,<u>additional time series:</u> data from the bmleh,,,,6.3
2014,percentage,<u>additional time series:</u> data from the bmleh,,,,6.3
2015,percentage,<u>additional time series:</u> data from the bmleh,,,,6.5
2016,percentage,<u>additional time series:</u> data from the bmleh,,,,7.5
2017,percentage,<u>additional time series:</u> data from the bmleh,,,,8.2
2018,percentage,<u>additional time series:</u> data from the bmleh,r,,,9.1
2019,percentage,<u>additional time series:</u> data from the bmleh,,,,9.7
2020,percentage,<u>additional time series:</u> data from the bmleh,,,,10.3
2021,percentage,<u>additional time series:</u> data from the bmleh,,,,10.9
2022,percentage,<u>additional time series:</u> data from the bmleh,,,,11.2
2023,percentage,<u>additional time series:</u> data from the bmleh,,,,11.4
2024,percentage,<u>additional time series:</u> data from the bmleh,,,,11.5
2030,percentage,<u>additional time series:</u> data from the bmleh,…,,,
