Year,Units,criminal offences,federal state,GeoCode,Value
2019,"per 100,000 inhabitants",,saxony-anhalt,code15,7849.719
2020,"per 100,000 inhabitants",,saxony-anhalt,code15,8105.771
2021,"per 100,000 inhabitants",,saxony-anhalt,code15,7816.997
2022,"per 100,000 inhabitants",,saxony-anhalt,code15,8226.334
1993,"per 100,000 inhabitants",,schleswig-holstein,code01,10172.416
1994,"per 100,000 inhabitants",,schleswig-holstein,code01,9732.496
1995,"per 100,000 inhabitants",,schleswig-holstein,code01,10232.419
1996,"per 100,000 inhabitants",,schleswig-holstein,code01,9264.181
1997,"per 100,000 inhabitants",,schleswig-holstein,code01,9055.635
1998,"per 100,000 inhabitants",,schleswig-holstein,code01,9136.844
1999,"per 100,000 inhabitants",,schleswig-holstein,code01,8641.096
2000,"per 100,000 inhabitants",,schleswig-holstein,code01,8921.709
2001,"per 100,000 inhabitants",,schleswig-holstein,code01,8869.599
2002,"per 100,000 inhabitants",,schleswig-holstein,code01,9225.22
2003,"per 100,000 inhabitants",,schleswig-holstein,code01,9422.916
2004,"per 100,000 inhabitants",,schleswig-holstein,code01,9173.319
2005,"per 100,000 inhabitants",,schleswig-holstein,code01,8701.113
2006,"per 100,000 inhabitants",,schleswig-holstein,code01,8636.899
2007,"per 100,000 inhabitants",,schleswig-holstein,code01,8646.522
2008,"per 100,000 inhabitants",,schleswig-holstein,code01,8562.115
2009,"per 100,000 inhabitants",,schleswig-holstein,code01,8663.306
2010,"per 100,000 inhabitants",,schleswig-holstein,code01,7912.869
2011,"per 100,000 inhabitants",,schleswig-holstein,code01,7845.803
2012,"per 100,000 inhabitants",,schleswig-holstein,code01,7562.737
2013,"per 100,000 inhabitants",,schleswig-holstein,code01,7125.0
2014,"per 100,000 inhabitants",,schleswig-holstein,code01,7184.1
2015,"per 100,000 inhabitants",,schleswig-holstein,code01,7156.755
2016,"per 100,000 inhabitants",,schleswig-holstein,code01,7224.962
2017,"per 100,000 inhabitants",,schleswig-holstein,code01,6557.386
2018,"per 100,000 inhabitants",,schleswig-holstein,code01,6467.321
2019,"per 100,000 inhabitants",,schleswig-holstein,code01,6332.87
2020,"per 100,000 inhabitants",,schleswig-holstein,code01,5989.759
2021,"per 100,000 inhabitants",,schleswig-holstein,code01,6076.97
2022,"per 100,000 inhabitants",,schleswig-holstein,code01,7569.563
1993,"per 100,000 inhabitants",,thuringia,code16,6331.544
1994,"per 100,000 inhabitants",,thuringia,code16,6501.611
1995,"per 100,000 inhabitants",,thuringia,code16,7448.463
1996,"per 100,000 inhabitants",,thuringia,code16,7447.762
1997,"per 100,000 inhabitants",,thuringia,code16,6959.749
1998,"per 100,000 inhabitants",,thuringia,code16,7036.777
1999,"per 100,000 inhabitants",,thuringia,code16,6584.864
2000,"per 100,000 inhabitants",,thuringia,code16,6414.074
2001,"per 100,000 inhabitants",,thuringia,code16,6664.577
2002,"per 100,000 inhabitants",,thuringia,code16,6952.29
2003,"per 100,000 inhabitants",,thuringia,code16,6986.982
2004,"per 100,000 inhabitants",,thuringia,code16,6998.765
2005,"per 100,000 inhabitants",,thuringia,code16,6547.534
2006,"per 100,000 inhabitants",,thuringia,code16,6511.577
2007,"per 100,000 inhabitants",,thuringia,code16,6454.177
2008,"per 100,000 inhabitants",,thuringia,code16,6323.087
2009,"per 100,000 inhabitants",,thuringia,code16,6213.414
2010,"per 100,000 inhabitants",,thuringia,code16,6240.479
2011,"per 100,000 inhabitants",,thuringia,code16,6239.159
2012,"per 100,000 inhabitants",,thuringia,code16,6421.287
2013,"per 100,000 inhabitants",,thuringia,code16,6556.7
2014,"per 100,000 inhabitants",,thuringia,code16,6574.3
2015,"per 100,000 inhabitants",,thuringia,code16,6502.349
2016,"per 100,000 inhabitants",,thuringia,code16,6874.512
2017,"per 100,000 inhabitants",,thuringia,code16,6637.095
2018,"per 100,000 inhabitants",,thuringia,code16,6654.782
2019,"per 100,000 inhabitants",,thuringia,code16,6033.236
2020,"per 100,000 inhabitants",,thuringia,code16,6652.97
2021,"per 100,000 inhabitants",,thuringia,code16,6150.775
2022,"per 100,000 inhabitants",,thuringia,code16,6444.752
1993,"per 100,000 inhabitants",dangerous and serious bodily injury,,,108.635
1994,"per 100,000 inhabitants",dangerous and serious bodily injury,,,108.571
1995,"per 100,000 inhabitants",dangerous and serious bodily injury,,,117.918
1996,"per 100,000 inhabitants",dangerous and serious bodily injury,,,124.476
1997,"per 100,000 inhabitants",dangerous and serious bodily injury,,,130.293
1998,"per 100,000 inhabitants",dangerous and serious bodily injury,,,135.319
1999,"per 100,000 inhabitants",dangerous and serious bodily injury,,,140.687
2000,"per 100,000 inhabitants",dangerous and serious bodily injury,,,143.543
2001,"per 100,000 inhabitants",dangerous and serious bodily injury,,,147.724
2002,"per 100,000 inhabitants",dangerous and serious bodily injury,,,155.614
2003,"per 100,000 inhabitants",dangerous and serious bodily injury,,,162.542
2004,"per 100,000 inhabitants",dangerous and serious bodily injury,,,171.451
2005,"per 100,000 inhabitants",dangerous and serious bodily injury,,,180.731
2006,"per 100,000 inhabitants",dangerous and serious bodily injury,,,185.646
2007,"per 100,000 inhabitants",dangerous and serious bodily injury,,,190.991
2008,"per 100,000 inhabitants",dangerous and serious bodily injury,,,186.889
2009,"per 100,000 inhabitants",dangerous and serious bodily injury,,,185.193
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,,,177.859
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,,,173.382
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,,,169.402
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,,,158.8
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,,,155.7
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,,,156.9
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,,,170.4
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,,,166.1
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,,,165.144
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,,,160.305
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,,,156.857
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,,,147.124
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,,,173.796
2023,"per 100,000 inhabitants",dangerous and serious bodily injury,,,183.195
1993,"per 100,000 inhabitants",fraud,,,653.924
1994,"per 100,000 inhabitants",fraud,,,724.436
1995,"per 100,000 inhabitants",fraud,,,767.389
1996,"per 100,000 inhabitants",fraud,,,796.795
1997,"per 100,000 inhabitants",fraud,,,822.866
1998,"per 100,000 inhabitants",fraud,,,865.74
1999,"per 100,000 inhabitants",fraud,,,881.271
2000,"per 100,000 inhabitants",fraud,,,947.075
2001,"per 100,000 inhabitants",fraud,,,973.907
2002,"per 100,000 inhabitants",fraud,,,966.313
2003,"per 100,000 inhabitants",fraud,,,1073.724
2004,"per 100,000 inhabitants",fraud,,,1155.524
2005,"per 100,000 inhabitants",fraud,,,1166.926
2006,"per 100,000 inhabitants",fraud,,,1174.211
2007,"per 100,000 inhabitants",fraud,,,1125.97
2008,"per 100,000 inhabitants",fraud,,,1097.427
2009,"per 100,000 inhabitants",fraud,,,1185.581
2010,"per 100,000 inhabitants",fraud,,,1204.99
2011,"per 100,000 inhabitants",fraud,,,1165.368
2012,"per 100,000 inhabitants",fraud,,,1193.253
2013,"per 100,000 inhabitants",fraud,,,1164.7
2014,"per 100,000 inhabitants",fraud,,,1199.6
2015,"per 100,000 inhabitants",fraud,,,1190.1
2016,"per 100,000 inhabitants",fraud,,,1094.0
2017,"per 100,000 inhabitants",fraud,,,1103.2
2018,"per 100,000 inhabitants",fraud,,,1015.532
2019,"per 100,000 inhabitants",fraud,,,1003.341
2020,"per 100,000 inhabitants",fraud,,,971.632
2021,"per 100,000 inhabitants",fraud,,,954.388
2022,"per 100,000 inhabitants",fraud,,,962.806
2023,"per 100,000 inhabitants",fraud,,,894.38
1993,"per 100,000 inhabitants",domestic burglary,,,281.031
1994,"per 100,000 inhabitants",domestic burglary,,,260.192
1995,"per 100,000 inhabitants",domestic burglary,,,260.099
1996,"per 100,000 inhabitants",domestic burglary,,,240.52
1997,"per 100,000 inhabitants",domestic burglary,,,223.254
1998,"per 100,000 inhabitants",domestic burglary,,,204.606
1999,"per 100,000 inhabitants",domestic burglary,,,183.106
2000,"per 100,000 inhabitants",domestic burglary,,,171.909
2001,"per 100,000 inhabitants",domestic burglary,,,164.145
2002,"per 100,000 inhabitants",domestic burglary,,,159.443
2003,"per 100,000 inhabitants",domestic burglary,,,151.1
2004,"per 100,000 inhabitants",domestic burglary,,,152.32
2005,"per 100,000 inhabitants",domestic burglary,,,134.805
2006,"per 100,000 inhabitants",domestic burglary,,,130.562
2007,"per 100,000 inhabitants",domestic burglary,,,134.599
2008,"per 100,000 inhabitants",domestic burglary,,,133.836
2009,"per 100,000 inhabitants",domestic burglary,,,141.158
2010,"per 100,000 inhabitants",domestic burglary,,,151.03
2011,"per 100,000 inhabitants",domestic burglary,,,165.285
2012,"per 100,000 inhabitants",domestic burglary,,,179.411
2013,"per 100,000 inhabitants",domestic burglary,,,185.7
2014,"per 100,000 inhabitants",domestic burglary,,,188.3
2015,"per 100,000 inhabitants",domestic burglary,,,205.8
2016,"per 100,000 inhabitants",domestic burglary,,,184.1
2017,"per 100,000 inhabitants",domestic burglary,,,141.2
2018,"per 100,000 inhabitants",domestic burglary,,,117.769
2019,"per 100,000 inhabitants",domestic burglary,,,104.97
2020,"per 100,000 inhabitants",domestic burglary,,,90.208
2021,"per 100,000 inhabitants",domestic burglary,,,65.223
2022,"per 100,000 inhabitants",domestic burglary,,,79.181
2023,"per 100,000 inhabitants",domestic burglary,,,92.248
1993,"per 100,000 inhabitants",other offences,,,7310.504
1994,"per 100,000 inhabitants",other offences,,,6969.442
1995,"per 100,000 inhabitants",other offences,,,7066.485
1996,"per 100,000 inhabitants",other offences,,,7004.051
1997,"per 100,000 inhabitants",other offences,,,6902.249
1998,"per 100,000 inhabitants",other offences,,,6717.579
1999,"per 100,000 inhabitants",other offences,,,6537.571
2000,"per 100,000 inhabitants",other offences,,,6429.227
2001,"per 100,000 inhabitants",other offences,,,6525.908
2002,"per 100,000 inhabitants",other offences,,,6696.451
2003,"per 100,000 inhabitants",other offences,,,6667.887
2004,"per 100,000 inhabitants",other offences,,,6658.625
2005,"per 100,000 inhabitants",other offences,,,6369.412
2006,"per 100,000 inhabitants",other offences,,,6266.75
2007,"per 100,000 inhabitants",other offences,,,6299.947
2008,"per 100,000 inhabitants",other offences,,,6138.74
2009,"per 100,000 inhabitants",other offences,,,5997.87
2010,"per 100,000 inhabitants",other offences,,,5850.772
2011,"per 100,000 inhabitants",other offences,,,5963.585
2012,"per 100,000 inhabitants",other offences,,,5923.634
2013,"per 100,000 inhabitants",other offences,,,5894.4
2014,"per 100,000 inhabitants",other offences,,,5986.7
2015,"per 100,000 inhabitants",other offences,,,6243.8
2016,"per 100,000 inhabitants",other offences,,,6306.3
2017,"per 100,000 inhabitants",other offences,,,5571.9
2018,"per 100,000 inhabitants",other offences,,,5411.739
2019,"per 100,000 inhabitants",other offences,,,5279.749
2020,"per 100,000 inhabitants",other offences,,,5166.816
2021,"per 100,000 inhabitants",other offences,,,4903.685
2022,"per 100,000 inhabitants",other offences,,,5546.324
2023,"per 100,000 inhabitants",other offences,,,5872.316
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,140.436
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,136.651
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,130.95
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,120.7
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,121.6
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,126.961
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,135.244
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,132.762
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,129.941
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,119.273
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,118.735
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,101.288
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,baden-wuerttemberg,code08,127.501
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,131.983
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,132.928
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,130.744
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,128.3
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,122.8
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,121.758
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,134.566
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,127.997
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,128.743
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,124.16
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,118.136
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,102.274
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,bavaria,code09,123.344
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,336.171
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,321.717
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,334.576
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,306.4
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,290.7
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,289.033
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,297.043
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,300.462
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,299.239
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,298.889
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,297.998
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,283.563
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,berlin,code11,321.797
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,144.577
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,127.375
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,130.565
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,121.0
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,118.7
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,113.879
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,139.97
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,151.805
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,146.563
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,145.068
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,138.547
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,123.979
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,brandenburg,code12,133.143
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,305.227
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,308.534
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,320.616
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,284.5
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,286.6
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,292.648
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,326.588
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,289.649
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,264.745
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,263.402
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,251.614
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,305.677
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,bremen,code04,274.664
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,334.862
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,346.954
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,323.539
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,311.7
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,330.9
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,331.69
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,330.199
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,297.166
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,295.261
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,276.833
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,270.077
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,272.878
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,hamburg,code02,299.633
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,166.222
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,156.062
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,152.041
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,142.6
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,142.5
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,140.797
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,150.627
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,154.802
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,150.883
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,147.531
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,153.099
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,144.681
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,hesse,code06,168.975
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,175.995
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,179.404
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,169.581
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,154.3
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,139.7
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,145.829
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,154.866
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,153.414
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,160.199
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,168.854
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,147.562
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,160.668
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,mecklenburg western pomerania,code13,176.333
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,192.096
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,189.823
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,184.455
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,171.5
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,159.5
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,162.251
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,178.538
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,167.525
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,165.583
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,165.726
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,152.697
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,140.315
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,lower saxony,code03,172.554
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,194.819
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,190.098
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,182.269
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,171.3
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,171.5
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,173.04
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,186.555
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,180.295
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,179.856
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,174.826
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,172.801
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,172.781
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,north rhine-westphalia,code05,208.005
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,190.73
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,186.546
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,182.78
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,173.1
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,157.8
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,155.101
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,160.383
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,164.828
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,163.734
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,165.514
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,152.788
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,135.199
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,rhineland palatinate,code07,165.689
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,220.905
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,206.312
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,203.336
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,179.5
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,179.5
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,203.431
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,209.623
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,210.003
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,192.217
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,197.979
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,187.559
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,159.046
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,saarland,code10,197.69
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,115.541
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,114.38
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,116.694
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,108.4
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,116.5
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,124.652
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,146.762
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,142.683
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,142.503
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,139.58
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,141.332
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,130.566
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,148.355
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,184.761
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,179.247
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,174.504
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,158.9
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,160.7
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,163.137
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,185.485
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,183.387
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,191.986
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,178.959
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,194.325
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,184.896
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,214.913
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,195.294
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,182.277
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,170.219
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,149.9
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,145.1
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,137.52
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,153.985
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,146.569
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,152.605
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,148.651
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,140.128
