Year,Units,Time series,Federal state,GeoCode,Value
2011,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,162.4
2012,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,153.4
2013,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,161.1
2014,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,153.6
2015,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,150.1
2016,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,151.5
2017,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,154.2
2018,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,154.4
2019,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,154.0
2020,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,153.3
2021,"Per 100,000 inhabitants",Premature death (women),Rhineland Palatinate,code07,151.9
1991,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,233.7
1992,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,233.2
1993,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,238.4
1994,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,250.3
1995,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,227.4
1996,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,224.1
1997,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,221.2
1998,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,209.5
1999,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,215.6
2000,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,211.6
2001,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,203.6
2002,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,195.3
2003,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,206.2
2004,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,199.3
2005,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,182.3
2006,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,186.4
2007,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,182.4
2008,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,190.0
2009,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,187.3
2010,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,186.1
2011,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,188.7
2012,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,175.3
2013,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,176.6
2014,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,181.6
2015,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,180.4
2016,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,174.1
2017,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,178.5
2018,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,187.6
2019,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,167.0
2020,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,171.6
2021,"Per 100,000 inhabitants",Premature death (women),Saarland,code10,178.1
1991,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,275.5
1992,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,255.2
1993,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,245.6
1994,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,232.8
1995,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,222.9
1996,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,214.2
1997,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,201.7
1998,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,190.9
1999,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,184.4
2000,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,177.1
2001,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,168.8
2002,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,165.1
2003,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,160.1
2004,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,151.4
2005,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,154.2
2006,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,148.4
2007,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,146.5
2008,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,141.1
2009,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,141.9
2010,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,136.1
2011,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,138.6
2012,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,138.9
2013,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,141.8
2014,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,133.1
2015,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,139.0
2016,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,137.6
2017,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,132.2
2018,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,138.5
2019,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,137.8
2020,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,138.1
2021,"Per 100,000 inhabitants",Premature death (women),Saxony,code14,151.1
1991,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,307.2
1992,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,291.6
1993,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,267.2
1994,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,255.0
1995,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,255.2
1996,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,239.8
1997,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,230.4
1998,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,219.9
1999,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,202.1
2000,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,200.0
2001,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,193.4
2002,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,189.9
2003,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,177.6
2004,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,173.1
2005,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,177.9
2006,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,169.3
2007,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,160.8
2008,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,171.6
2009,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,166.8
2010,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,170.1
2011,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,166.8
2012,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,161.8
2013,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,167.0
2014,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,151.2
2015,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,168.0
2016,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,160.3
2017,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,165.8
2018,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,166.3
2019,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,167.9
2020,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,163.5
2021,"Per 100,000 inhabitants",Premature death (women),Saxony-Anhalt,code15,182.6
1991,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,228.8
1992,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,218.7
1993,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,219.7
1994,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,215.1
1995,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,218.1
1996,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,210.4
1997,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,206.7
1998,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,197.1
1999,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,196.9
2000,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,195.2
2001,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,190.1
2002,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,180.4
2003,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,184.3
2004,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,182.9
2005,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,173.9
2006,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,168.6
2007,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,163.2
2008,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,170.3
2009,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,170.0
2010,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,170.7
2011,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,168.8
2012,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,174.0
2013,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,163.3
2014,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,164.7
2015,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,161.3
2016,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,164.4
2017,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,165.5
2018,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,166.9
2019,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,159.3
2020,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,154.1
2021,"Per 100,000 inhabitants",Premature death (women),Schleswig-Holstein,code01,164.6
1991,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,276.5
1992,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,255.1
1993,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,249.6
1994,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,241.9
1995,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,231.1
1996,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,225.3
1997,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,205.8
1998,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,204.3
1999,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,190.9
2000,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,180.0
2001,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,176.2
2002,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,175.8
2003,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,170.5
2004,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,166.2
2005,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,153.1
2006,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,153.4
2007,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,152.2
2008,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,148.8
2009,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,152.1
2010,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,151.5
2011,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,149.4
2012,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,142.2
2013,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,137.1
2014,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,142.7
2015,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,146.0
2016,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,148.9
2017,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,149.6
2018,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,150.9
2019,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,145.8
2020,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,138.3
2021,"Per 100,000 inhabitants",Premature death (women),Thuringia,code16,166.7
1991,"Per 100,000 inhabitants",Premature death (men),,,491.9
1992,"Per 100,000 inhabitants",Premature death (men),,,476.2
1993,"Per 100,000 inhabitants",Premature death (men),,,471.5
1994,"Per 100,000 inhabitants",Premature death (men),,,461.0
1995,"Per 100,000 inhabitants",Premature death (men),,,451.4
1996,"Per 100,000 inhabitants",Premature death (men),,,439.4
1997,"Per 100,000 inhabitants",Premature death (men),,,422.0
1998,"Per 100,000 inhabitants",Premature death (men),,,404.3
1999,"Per 100,000 inhabitants",Premature death (men),,,391.7
2000,"Per 100,000 inhabitants",Premature death (men),,,381.8
2001,"Per 100,000 inhabitants",Premature death (men),,,366.5
2002,"Per 100,000 inhabitants",Premature death (men),,,360.0
2003,"Per 100,000 inhabitants",Premature death (men),,,355.5
2004,"Per 100,000 inhabitants",Premature death (men),,,337.3
2005,"Per 100,000 inhabitants",Premature death (men),,,329.4
2006,"Per 100,000 inhabitants",Premature death (men),,,318.4
2007,"Per 100,000 inhabitants",Premature death (men),,,312.9
2008,"Per 100,000 inhabitants",Premature death (men),,,307.8
2009,"Per 100,000 inhabitants",Premature death (men),,,304.8
2010,"Per 100,000 inhabitants",Premature death (men),,,300.6
2011,"Per 100,000 inhabitants",Premature death (men),,,298.7
2012,"Per 100,000 inhabitants",Premature death (men),,,292.3
2013,"Per 100,000 inhabitants",Premature death (men),,,291.9
2014,"Per 100,000 inhabitants",Premature death (men),,,281.2
2015,"Per 100,000 inhabitants",Premature death (men),,,288.1
2016,"Per 100,000 inhabitants",Premature death (men),,,283.8
2017,"Per 100,000 inhabitants",Premature death (men),,,276.0
2018,"Per 100,000 inhabitants",Premature death (men),,,279.3
2019,"Per 100,000 inhabitants",Premature death (men),,,271.0
2020,"Per 100,000 inhabitants",Premature death (men),,,276.3
2021,"Per 100,000 inhabitants",Premature death (men),,,289.9
2030,"Per 100,000 inhabitants",Premature death (men),,,
1991,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,418.7
1992,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,400.6
1993,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,408.7
1994,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,388.3
1995,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,388.3
1996,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,379.0
1997,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,363.1
1998,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,355.0
1999,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,341.9
2000,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,328.5
2001,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,317.5
2002,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,305.0
2003,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,299.1
2004,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,283.7
2005,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,277.1
2006,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,266.5
2007,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,262.5
2008,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,256.4
2009,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,257.5
2010,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,253.0
2011,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,250.6
2012,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,245.1
2013,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,243.3
2014,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,234.9
2015,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,238.8
2016,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,244.5
2017,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,232.3
2018,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,232.7
2019,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,228.3
2020,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,227.6
2021,"Per 100,000 inhabitants",Premature death (men),Baden-Wuerttemberg,code08,238.2
1991,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,446.1
1992,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,438.2
1993,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,428.5
1994,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,420.1
1995,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,411.2
1996,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,407.0
1997,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,393.5
1998,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,380.9
1999,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,368.6
2000,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,358.5
2001,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,348.8
2002,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,340.3
2003,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,332.0
2004,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,314.3
2005,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,305.4
2006,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,300.7
2007,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,291.9
2008,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,284.5
2009,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,282.3
2010,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,277.5
2011,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,275.1
2012,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,267.3
2013,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,261.7
2014,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,249.9
2015,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,258.9
2016,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,247.4
2017,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,244.7
2018,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,243.2
2019,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,235.0
2020,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,245.2
2021,"Per 100,000 inhabitants",Premature death (men),Bavaria,code09,253.4
1991,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,573.5
1992,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,543.1
1993,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,534.2
1994,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,529.0
1995,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,506.0
1996,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,480.5
1997,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,464.3
1998,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,421.3
1999,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,429.8
2000,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,406.2
2001,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,388.3
2002,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,384.1
2003,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,377.0
2004,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,357.9
2005,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,357.4
2006,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,347.6
2007,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,331.1
2008,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,335.6
2009,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,319.7
2010,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,321.2
2011,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,336.5
2012,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,319.2
2013,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,326.8
2014,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,321.5
2015,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,320.1
2016,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,308.9
2017,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,295.8
2018,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,297.3
2019,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,286.7
2020,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,305.7
2021,"Per 100,000 inhabitants",Premature death (men),Berlin,code11,310.0
1991,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,670.4
1992,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,657.1
1993,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,639.7
1994,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,622.0
1995,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,571.7
1996,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,544.7
1997,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,517.8
1998,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,480.0
1999,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,461.4
2000,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,441.3
2001,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,422.7
2002,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,407.8
2003,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,407.5
2004,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,389.7
2005,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,366.3
2006,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,360.3
2007,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,354.7
2008,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,345.2
2009,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,330.8
2010,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,327.9
2011,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,323.0
2012,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,326.0
2013,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,335.7
2014,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,310.7
2015,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,327.9
2016,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,319.8
2017,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,319.9
2018,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,314.1
2019,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,309.8
2020,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,323.6
2021,"Per 100,000 inhabitants",Premature death (men),Brandenburg,code12,344.1
1991,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,538.5
1992,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,494.1
1993,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,511.3
1994,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,491.6
1995,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,520.6
1996,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,479.5
1997,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,474.8
1998,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,465.2
1999,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,436.5
2000,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,441.1
2001,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,420.6
2002,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,429.3
2003,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,441.0
2004,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,402.3
2005,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,392.9
2006,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,370.3
2007,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,376.4
2008,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,362.5
2009,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,366.0
2010,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,356.6
2011,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,338.0
2012,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,347.1
2013,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,365.6
2014,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,336.1
2015,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,345.0
2016,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,326.4
2017,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,325.8
2018,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,346.7
2019,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,318.9
2020,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,348.0
2021,"Per 100,000 inhabitants",Premature death (men),Bremen,code04,353.2
1991,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,516.5
1992,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,478.8
1993,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,490.7
1994,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,467.0
1995,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,458.3
1996,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,458.1
1997,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,429.3
1998,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,417.4
1999,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,404.9
2000,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,396.1
2001,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,381.3
2002,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,372.3
2003,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,363.6
2004,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,353.4
2005,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,339.9
2006,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,325.8
2007,"Per 100,000 inhabitants",Premature death (men),Hamburg,code02,317.1
