Year,Units,Series,federal state,GeoCode,Value
2013,2008 = 100,b) primary energy consumption,saxony,code14,101.703
2014,2008 = 100,b) primary energy consumption,saxony,code14,99.777
2015,2008 = 100,b) primary energy consumption,saxony,code14,98.133
2016,2008 = 100,b) primary energy consumption,saxony,code14,100.672
2017,2008 = 100,b) primary energy consumption,saxony,code14,104.139
2018,2008 = 100,b) primary energy consumption,saxony,code14,102.596
2019,2008 = 100,b) primary energy consumption,saxony,code14,95.335
2020,2008 = 100,b) primary energy consumption,saxony,code14,95.226
2021,2008 = 100,b) primary energy consumption,saxony,code14,102.738
2022,2008 = 100,b) primary energy consumption,saxony,code14,102.78
2008,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,100.0
2009,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,98.851
2010,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,103.631
2011,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,102.352
2012,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,102.569
2013,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,102.048
2014,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,96.845
2015,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,99.618
2016,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,102.622
2017,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,99.202
2018,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,107.659
2019,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,102.093
2020,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,98.19
2021,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,97.834
2022,2008 = 100,b) primary energy consumption,saxony-anhalt,code15,95.392
2008,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,100.0
2009,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,97.202
2010,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,102.207
2011,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,96.777
2012,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,100.747
2013,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,104.502
2014,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,99.912
2015,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,97.266
2016,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,99.076
2017,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,89.056
2018,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,98.061
2019,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,93.768
2020,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,95.319
2021,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,97.826
2022,2008 = 100,b) primary energy consumption,schleswig-holstein,code01,73.752
2008,2008 = 100,b) primary energy consumption,thuringia,code16,100.0
2009,2008 = 100,b) primary energy consumption,thuringia,code16,96.12
2010,2008 = 100,b) primary energy consumption,thuringia,code16,100.038
2011,2008 = 100,b) primary energy consumption,thuringia,code16,95.191
2012,2008 = 100,b) primary energy consumption,thuringia,code16,96.752
2013,2008 = 100,b) primary energy consumption,thuringia,code16,98.68
2014,2008 = 100,b) primary energy consumption,thuringia,code16,92.918
2015,2008 = 100,b) primary energy consumption,thuringia,code16,93.123
2016,2008 = 100,b) primary energy consumption,thuringia,code16,95.696
2017,2008 = 100,b) primary energy consumption,thuringia,code16,96.491
2018,2008 = 100,b) primary energy consumption,thuringia,code16,95.144
2019,2008 = 100,b) primary energy consumption,thuringia,code16,93.269
2020,2008 = 100,b) primary energy consumption,thuringia,code16,91.506
2021,2008 = 100,b) primary energy consumption,thuringia,code16,94.155
