Year,Units,Time series,Federal state,GeoCode,Value
2020,Number,Students from LDCs,Saarland,code10,160.0
2021,Number,Students from LDCs,Saarland,code10,186.0
2022,Number,Students from LDCs,Saarland,code10,201.0
2023,Number,Students from LDCs,Saarland,code10,192.0
2005,Number,Students from LDCs,Saxony,code14,184.0
2006,Number,Students from LDCs,Saxony,code14,200.0
2007,Number,Students from LDCs,Saxony,code14,195.0
2008,Number,Students from LDCs,Saxony,code14,218.0
2009,Number,Students from LDCs,Saxony,code14,240.0
2010,Number,Students from LDCs,Saxony,code14,237.0
2011,Number,Students from LDCs,Saxony,code14,272.0
2012,Number,Students from LDCs,Saxony,code14,317.0
2013,Number,Students from LDCs,Saxony,code14,378.0
2014,Number,Students from LDCs,Saxony,code14,391.0
2015,Number,Students from LDCs,Saxony,code14,434.0
2016,Number,Students from LDCs,Saxony,code14,453.0
2017,Number,Students from LDCs,Saxony,code14,449.0
2018,Number,Students from LDCs,Saxony,code14,520.0
2019,Number,Students from LDCs,Saxony,code14,631.0
2020,Number,Students from LDCs,Saxony,code14,719.0
2021,Number,Students from LDCs,Saxony,code14,833.0
2022,Number,Students from LDCs,Saxony,code14,919.0
2023,Number,Students from LDCs,Saxony,code14,857.0
2005,Number,Students from LDCs,Saxony-Anhalt,code15,100.0
2006,Number,Students from LDCs,Saxony-Anhalt,code15,93.0
2007,Number,Students from LDCs,Saxony-Anhalt,code15,88.0
2008,Number,Students from LDCs,Saxony-Anhalt,code15,97.0
2009,Number,Students from LDCs,Saxony-Anhalt,code15,121.0
2010,Number,Students from LDCs,Saxony-Anhalt,code15,150.0
2011,Number,Students from LDCs,Saxony-Anhalt,code15,171.0
2012,Number,Students from LDCs,Saxony-Anhalt,code15,201.0
2013,Number,Students from LDCs,Saxony-Anhalt,code15,227.0
2014,Number,Students from LDCs,Saxony-Anhalt,code15,240.0
2015,Number,Students from LDCs,Saxony-Anhalt,code15,282.0
2016,Number,Students from LDCs,Saxony-Anhalt,code15,261.0
2017,Number,Students from LDCs,Saxony-Anhalt,code15,288.0
2018,Number,Students from LDCs,Saxony-Anhalt,code15,344.0
2019,Number,Students from LDCs,Saxony-Anhalt,code15,459.0
2020,Number,Students from LDCs,Saxony-Anhalt,code15,550.0
2021,Number,Students from LDCs,Saxony-Anhalt,code15,688.0
2022,Number,Students from LDCs,Saxony-Anhalt,code15,746.0
2023,Number,Students from LDCs,Saxony-Anhalt,code15,755.0
2005,Number,Students from LDCs,Schleswig-Holstein,code01,105.0
2006,Number,Students from LDCs,Schleswig-Holstein,code01,118.0
2007,Number,Students from LDCs,Schleswig-Holstein,code01,132.0
2008,Number,Students from LDCs,Schleswig-Holstein,code01,150.0
2009,Number,Students from LDCs,Schleswig-Holstein,code01,171.0
2010,Number,Students from LDCs,Schleswig-Holstein,code01,160.0
2011,Number,Students from LDCs,Schleswig-Holstein,code01,181.0
2012,Number,Students from LDCs,Schleswig-Holstein,code01,196.0
2013,Number,Students from LDCs,Schleswig-Holstein,code01,213.0
2014,Number,Students from LDCs,Schleswig-Holstein,code01,201.0
2015,Number,Students from LDCs,Schleswig-Holstein,code01,184.0
2016,Number,Students from LDCs,Schleswig-Holstein,code01,221.0
2017,Number,Students from LDCs,Schleswig-Holstein,code01,270.0
2018,Number,Students from LDCs,Schleswig-Holstein,code01,295.0
2019,Number,Students from LDCs,Schleswig-Holstein,code01,339.0
2020,Number,Students from LDCs,Schleswig-Holstein,code01,402.0
2021,Number,Students from LDCs,Schleswig-Holstein,code01,450.0
2022,Number,Students from LDCs,Schleswig-Holstein,code01,485.0
2023,Number,Students from LDCs,Schleswig-Holstein,code01,502.0
2005,Number,Students from LDCs,Thuringia,code16,25.0
2006,Number,Students from LDCs,Thuringia,code16,29.0
2007,Number,Students from LDCs,Thuringia,code16,33.0
2008,Number,Students from LDCs,Thuringia,code16,54.0
2009,Number,Students from LDCs,Thuringia,code16,97.0
2010,Number,Students from LDCs,Thuringia,code16,147.0
2011,Number,Students from LDCs,Thuringia,code16,135.0
2012,Number,Students from LDCs,Thuringia,code16,150.0
2013,Number,Students from LDCs,Thuringia,code16,165.0
2014,Number,Students from LDCs,Thuringia,code16,179.0
2015,Number,Students from LDCs,Thuringia,code16,187.0
2016,Number,Students from LDCs,Thuringia,code16,223.0
2017,Number,Students from LDCs,Thuringia,code16,240.0
2018,Number,Students from LDCs,Thuringia,code16,274.0
2019,Number,Students from LDCs,Thuringia,code16,357.0
2020,Number,Students from LDCs,Thuringia,code16,504.0
2021,Number,Students from LDCs,Thuringia,code16,763.0
2022,Number,Students from LDCs,Thuringia,code16,743.0
2023,Number,Students from LDCs,Thuringia,code16,797.0
2005,Number,Students from other developing and emerging countries,,,129502.0
2006,Number,Students from other developing and emerging countries,,,129631.0
2007,Number,Students from other developing and emerging countries,,,124181.0
2008,Number,Students from other developing and emerging countries,,,127067.0
2009,Number,Students from other developing and emerging countries,,,131633.0
2010,Number,Students from other developing and emerging countries,,,136445.0
2011,Number,Students from other developing and emerging countries,,,140304.0
2012,Number,Students from other developing and emerging countries,,,150880.0
2013,Number,Students from other developing and emerging countries,,,164098.0
2014,Number,Students from other developing and emerging countries,,,176768.0
2015,Number,Students from other developing and emerging countries,,,190403.0
2016,Number,Students from other developing and emerging countries,,,204695.0
2017,Number,Students from other developing and emerging countries,,,219307.0
2018,Number,Students from other developing and emerging countries,,,236609.0
2019,Number,Students from other developing and emerging countries,,,251488.0
2020,Number,Students from other developing and emerging countries,,,259999.0
2021,Number,Students from other developing and emerging countries,,,273340.0
2022,Number,Students from other developing and emerging countries,,,288586.0
2023,Number,Students from other developing and emerging countries,,,299158.0
2005,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,18582.0
2006,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,18379.0
2007,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,17473.0
2008,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,17650.0
2009,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,18418.0
2010,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,19111.0
2011,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,19082.0
2012,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,21116.0
2013,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,22842.0
2014,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,24597.0
2015,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,26283.0
2016,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,28310.0
2017,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,28393.0
2018,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,27934.0
2019,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,27197.0
2020,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,25283.0
2021,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,24921.0
2022,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,25522.0
2023,Number,Students from other developing and emerging countries,Baden-Wuerttemberg,code08,25608.0
2005,Number,Students from other developing and emerging countries,Bavaria,code09,12251.0
2006,Number,Students from other developing and emerging countries,Bavaria,code09,12721.0
2007,Number,Students from other developing and emerging countries,Bavaria,code09,12324.0
2008,Number,Students from other developing and emerging countries,Bavaria,code09,12533.0
2009,Number,Students from other developing and emerging countries,Bavaria,code09,12980.0
2010,Number,Students from other developing and emerging countries,Bavaria,code09,13620.0
2011,Number,Students from other developing and emerging countries,Bavaria,code09,14060.0
2012,Number,Students from other developing and emerging countries,Bavaria,code09,15284.0
2013,Number,Students from other developing and emerging countries,Bavaria,code09,17719.0
2014,Number,Students from other developing and emerging countries,Bavaria,code09,19151.0
2015,Number,Students from other developing and emerging countries,Bavaria,code09,21169.0
2016,Number,Students from other developing and emerging countries,Bavaria,code09,23123.0
2017,Number,Students from other developing and emerging countries,Bavaria,code09,26821.0
2018,Number,Students from other developing and emerging countries,Bavaria,code09,30524.0
2019,Number,Students from other developing and emerging countries,Bavaria,code09,33606.0
2020,Number,Students from other developing and emerging countries,Bavaria,code09,37132.0
2021,Number,Students from other developing and emerging countries,Bavaria,code09,41719.0
2022,Number,Students from other developing and emerging countries,Bavaria,code09,47030.0
2023,Number,Students from other developing and emerging countries,Bavaria,code09,52228.0
2005,Number,Students from other developing and emerging countries,Berlin,code11,9047.0
2006,Number,Students from other developing and emerging countries,Berlin,code11,8871.0
2007,Number,Students from other developing and emerging countries,Berlin,code11,9202.0
2008,Number,Students from other developing and emerging countries,Berlin,code11,9570.0
2009,Number,Students from other developing and emerging countries,Berlin,code11,9868.0
2010,Number,Students from other developing and emerging countries,Berlin,code11,10512.0
2011,Number,Students from other developing and emerging countries,Berlin,code11,10747.0
2012,Number,Students from other developing and emerging countries,Berlin,code11,11270.0
2013,Number,Students from other developing and emerging countries,Berlin,code11,12157.0
2014,Number,Students from other developing and emerging countries,Berlin,code11,12996.0
2015,Number,Students from other developing and emerging countries,Berlin,code11,14133.0
2016,Number,Students from other developing and emerging countries,Berlin,code11,15513.0
2017,Number,Students from other developing and emerging countries,Berlin,code11,18083.0
2018,Number,Students from other developing and emerging countries,Berlin,code11,20159.0
2019,Number,Students from other developing and emerging countries,Berlin,code11,22166.0
2020,Number,Students from other developing and emerging countries,Berlin,code11,23355.0
2021,Number,Students from other developing and emerging countries,Berlin,code11,25441.0
2022,Number,Students from other developing and emerging countries,Berlin,code11,26450.0
2023,Number,Students from other developing and emerging countries,Berlin,code11,27212.0
2005,Number,Students from other developing and emerging countries,Brandenburg,code12,2288.0
2006,Number,Students from other developing and emerging countries,Brandenburg,code12,2347.0
2007,Number,Students from other developing and emerging countries,Brandenburg,code12,2396.0
2008,Number,Students from other developing and emerging countries,Brandenburg,code12,2423.0
2009,Number,Students from other developing and emerging countries,Brandenburg,code12,2524.0
2010,Number,Students from other developing and emerging countries,Brandenburg,code12,2536.0
2011,Number,Students from other developing and emerging countries,Brandenburg,code12,2678.0
2012,Number,Students from other developing and emerging countries,Brandenburg,code12,2969.0
2013,Number,Students from other developing and emerging countries,Brandenburg,code12,3080.0
2014,Number,Students from other developing and emerging countries,Brandenburg,code12,3246.0
2015,Number,Students from other developing and emerging countries,Brandenburg,code12,3462.0
2016,Number,Students from other developing and emerging countries,Brandenburg,code12,3827.0
2017,Number,Students from other developing and emerging countries,Brandenburg,code12,4263.0
2018,Number,Students from other developing and emerging countries,Brandenburg,code12,4618.0
2019,Number,Students from other developing and emerging countries,Brandenburg,code12,4978.0
2020,Number,Students from other developing and emerging countries,Brandenburg,code12,5143.0
2021,Number,Students from other developing and emerging countries,Brandenburg,code12,5748.0
2022,Number,Students from other developing and emerging countries,Brandenburg,code12,6933.0
2023,Number,Students from other developing and emerging countries,Brandenburg,code12,7798.0
2005,Number,Students from other developing and emerging countries,Bremen,code04,3751.0
2006,Number,Students from other developing and emerging countries,Bremen,code04,3484.0
2007,Number,Students from other developing and emerging countries,Bremen,code04,3339.0
2008,Number,Students from other developing and emerging countries,Bremen,code04,3236.0
2009,Number,Students from other developing and emerging countries,Bremen,code04,3109.0
2010,Number,Students from other developing and emerging countries,Bremen,code04,2958.0
2011,Number,Students from other developing and emerging countries,Bremen,code04,2961.0
2012,Number,Students from other developing and emerging countries,Bremen,code04,2993.0
2013,Number,Students from other developing and emerging countries,Bremen,code04,3119.0
2014,Number,Students from other developing and emerging countries,Bremen,code04,3305.0
2015,Number,Students from other developing and emerging countries,Bremen,code04,3385.0
2016,Number,Students from other developing and emerging countries,Bremen,code04,3555.0
2017,Number,Students from other developing and emerging countries,Bremen,code04,3985.0
2018,Number,Students from other developing and emerging countries,Bremen,code04,4150.0
2019,Number,Students from other developing and emerging countries,Bremen,code04,4500.0
2020,Number,Students from other developing and emerging countries,Bremen,code04,4628.0
2021,Number,Students from other developing and emerging countries,Bremen,code04,4745.0
2022,Number,Students from other developing and emerging countries,Bremen,code04,4869.0
2023,Number,Students from other developing and emerging countries,Bremen,code04,5064.0
2005,Number,Students from other developing and emerging countries,Hamburg,code02,4837.0
2006,Number,Students from other developing and emerging countries,Hamburg,code02,4860.0
2007,Number,Students from other developing and emerging countries,Hamburg,code02,4484.0
2008,Number,Students from other developing and emerging countries,Hamburg,code02,4496.0
2009,Number,Students from other developing and emerging countries,Hamburg,code02,4606.0
2010,Number,Students from other developing and emerging countries,Hamburg,code02,4757.0
2011,Number,Students from other developing and emerging countries,Hamburg,code02,4978.0
2012,Number,Students from other developing and emerging countries,Hamburg,code02,5344.0
2013,Number,Students from other developing and emerging countries,Hamburg,code02,5471.0
2014,Number,Students from other developing and emerging countries,Hamburg,code02,5623.0
2015,Number,Students from other developing and emerging countries,Hamburg,code02,5970.0
2016,Number,Students from other developing and emerging countries,Hamburg,code02,6349.0
2017,Number,Students from other developing and emerging countries,Hamburg,code02,6778.0
2018,Number,Students from other developing and emerging countries,Hamburg,code02,7608.0
2019,Number,Students from other developing and emerging countries,Hamburg,code02,7888.0
2020,Number,Students from other developing and emerging countries,Hamburg,code02,8046.0
2021,Number,Students from other developing and emerging countries,Hamburg,code02,8782.0
2022,Number,Students from other developing and emerging countries,Hamburg,code02,9425.0
2023,Number,Students from other developing and emerging countries,Hamburg,code02,9642.0
2005,Number,Students from other developing and emerging countries,Hesse,code06,13808.0
2006,Number,Students from other developing and emerging countries,Hesse,code06,13737.0
2007,Number,Students from other developing and emerging countries,Hesse,code06,12328.0
2008,Number,Students from other developing and emerging countries,Hesse,code06,14027.0
2009,Number,Students from other developing and emerging countries,Hesse,code06,15436.0
2010,Number,Students from other developing and emerging countries,Hesse,code06,16660.0
2011,Number,Students from other developing and emerging countries,Hesse,code06,16633.0
2012,Number,Students from other developing and emerging countries,Hesse,code06,17584.0
2013,Number,Students from other developing and emerging countries,Hesse,code06,18830.0
2014,Number,Students from other developing and emerging countries,Hesse,code06,19958.0
2015,Number,Students from other developing and emerging countries,Hesse,code06,21090.0
2016,Number,Students from other developing and emerging countries,Hesse,code06,22111.0
2017,Number,Students from other developing and emerging countries,Hesse,code06,23165.0
2018,Number,Students from other developing and emerging countries,Hesse,code06,24689.0
2019,Number,Students from other developing and emerging countries,Hesse,code06,25741.0
2020,Number,Students from other developing and emerging countries,Hesse,code06,26496.0
2021,Number,Students from other developing and emerging countries,Hesse,code06,26581.0
2022,Number,Students from other developing and emerging countries,Hesse,code06,27319.0
2023,Number,Students from other developing and emerging countries,Hesse,code06,27666.0
2005,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1071.0
2006,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1056.0
2007,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1063.0
2008,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1028.0
2009,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1105.0
2010,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1160.0
2011,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1160.0
2012,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1188.0
2013,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1329.0
2014,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1437.0
2015,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1664.0
2016,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,1955.0
2017,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,2406.0
2018,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,2691.0
2019,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,2785.0
2020,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,2875.0
2021,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,2951.0
2022,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,3031.0
2023,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,2849.0
2005,Number,Students from other developing and emerging countries,Lower Saxony,code03,10134.0
2006,Number,Students from other developing and emerging countries,Lower Saxony,code03,9857.0
2007,Number,Students from other developing and emerging countries,Lower Saxony,code03,9224.0
2008,Number,Students from other developing and emerging countries,Lower Saxony,code03,9284.0
2009,Number,Students from other developing and emerging countries,Lower Saxony,code03,9243.0
2010,Number,Students from other developing and emerging countries,Lower Saxony,code03,9143.0
2011,Number,Students from other developing and emerging countries,Lower Saxony,code03,9105.0
2012,Number,Students from other developing and emerging countries,Lower Saxony,code03,9668.0
2013,Number,Students from other developing and emerging countries,Lower Saxony,code03,10475.0
2014,Number,Students from other developing and emerging countries,Lower Saxony,code03,11479.0
2015,Number,Students from other developing and emerging countries,Lower Saxony,code03,12813.0
2016,Number,Students from other developing and emerging countries,Lower Saxony,code03,13967.0
2017,Number,Students from other developing and emerging countries,Lower Saxony,code03,15599.0
2018,Number,Students from other developing and emerging countries,Lower Saxony,code03,17043.0
2019,Number,Students from other developing and emerging countries,Lower Saxony,code03,18259.0
2020,Number,Students from other developing and emerging countries,Lower Saxony,code03,18710.0
2021,Number,Students from other developing and emerging countries,Lower Saxony,code03,18693.0
2022,Number,Students from other developing and emerging countries,Lower Saxony,code03,18955.0
2023,Number,Students from other developing and emerging countries,Lower Saxony,code03,19187.0
2005,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,35892.0
2006,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,35688.0
2007,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,32856.0
2008,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,33436.0
2009,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,34448.0
2010,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,35346.0
2011,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,37622.0
2012,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,40638.0
2013,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,44330.0
2014,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,47929.0
2015,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,50866.0
2016,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,54724.0
2017,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,56753.0
2018,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,60421.0
2019,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,64421.0
2020,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,66566.0
2021,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,68071.0
2022,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,69369.0
2023,Number,Students from other developing and emerging countries,North Rhine-Westphalia,code05,69086.0
2005,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,5760.0
2006,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,5969.0
2007,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6413.0
2008,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6525.0
2009,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6335.0
2010,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6226.0
2011,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,5974.0
2012,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,5990.0
2013,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6083.0
2014,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6295.0
2015,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,6620.0
2016,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,7138.0
2017,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,7835.0
2018,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,9016.0
2019,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,9720.0
2020,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,10360.0
2021,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,10826.0
2022,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,11177.0
2023,Number,Students from other developing and emerging countries,Rhineland Palatinate,code07,11072.0
2005,Number,Students from other developing and emerging countries,Saarland,code10,1243.0
2006,Number,Students from other developing and emerging countries,Saarland,code10,1365.0
2007,Number,Students from other developing and emerging countries,Saarland,code10,1362.0
2008,Number,Students from other developing and emerging countries,Saarland,code10,1375.0
2009,Number,Students from other developing and emerging countries,Saarland,code10,1434.0
2010,Number,Students from other developing and emerging countries,Saarland,code10,1641.0
2011,Number,Students from other developing and emerging countries,Saarland,code10,1734.0
2012,Number,Students from other developing and emerging countries,Saarland,code10,1808.0
2013,Number,Students from other developing and emerging countries,Saarland,code10,1856.0
2014,Number,Students from other developing and emerging countries,Saarland,code10,1903.0
2015,Number,Students from other developing and emerging countries,Saarland,code10,1952.0
2016,Number,Students from other developing and emerging countries,Saarland,code10,1961.0
2017,Number,Students from other developing and emerging countries,Saarland,code10,2031.0
2018,Number,Students from other developing and emerging countries,Saarland,code10,2203.0
2019,Number,Students from other developing and emerging countries,Saarland,code10,2441.0
2020,Number,Students from other developing and emerging countries,Saarland,code10,2535.0
2021,Number,Students from other developing and emerging countries,Saarland,code10,2824.0
2022,Number,Students from other developing and emerging countries,Saarland,code10,2992.0
2023,Number,Students from other developing and emerging countries,Saarland,code10,3185.0
2005,Number,Students from other developing and emerging countries,Saxony,code14,4328.0
2006,Number,Students from other developing and emerging countries,Saxony,code14,4440.0
2007,Number,Students from other developing and emerging countries,Saxony,code14,4601.0
2008,Number,Students from other developing and emerging countries,Saxony,code14,4440.0
2009,Number,Students from other developing and emerging countries,Saxony,code14,4624.0
2010,Number,Students from other developing and emerging countries,Saxony,code14,4789.0
2011,Number,Students from other developing and emerging countries,Saxony,code14,5172.0
2012,Number,Students from other developing and emerging countries,Saxony,code14,5850.0
2013,Number,Students from other developing and emerging countries,Saxony,code14,6813.0
2014,Number,Students from other developing and emerging countries,Saxony,code14,7861.0
2015,Number,Students from other developing and emerging countries,Saxony,code14,9042.0
2016,Number,Students from other developing and emerging countries,Saxony,code14,9496.0
2017,Number,Students from other developing and emerging countries,Saxony,code14,9846.0
2018,Number,Students from other developing and emerging countries,Saxony,code14,10885.0
2019,Number,Students from other developing and emerging countries,Saxony,code14,11245.0
2020,Number,Students from other developing and emerging countries,Saxony,code14,11340.0
2021,Number,Students from other developing and emerging countries,Saxony,code14,11470.0
2022,Number,Students from other developing and emerging countries,Saxony,code14,11735.0
2023,Number,Students from other developing and emerging countries,Saxony,code14,12513.0
2005,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,2825.0
2006,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,2964.0
2007,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,2997.0
2008,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,2976.0
2009,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,3142.0
2010,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,3330.0
2011,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,3633.0
2012,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,3962.0
2013,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,4198.0
2014,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,4561.0
2015,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,4970.0
2016,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,5061.0
2017,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,5401.0
2018,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,5810.0
2019,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,6336.0
2020,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,6563.0
2021,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,7114.0
2022,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,7982.0
2023,Number,Students from other developing and emerging countries,Saxony-Anhalt,code15,8286.0
2005,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2071.0
2006,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2135.0
2007,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2149.0
2008,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2131.0
2009,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2192.0
2010,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2219.0
2011,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2248.0
2012,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2356.0
2013,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2400.0
2014,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2575.0
2015,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,2741.0
2016,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3116.0
2017,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3101.0
2018,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3358.0
2019,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3549.0
2020,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3581.0
2021,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3795.0
2022,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3831.0
2023,Number,Students from other developing and emerging countries,Schleswig-Holstein,code01,3921.0
2005,Number,Students from other developing and emerging countries,Thuringia,code16,1615.0
2006,Number,Students from other developing and emerging countries,Thuringia,code16,1759.0
2007,Number,Students from other developing and emerging countries,Thuringia,code16,1971.0
2008,Number,Students from other developing and emerging countries,Thuringia,code16,1937.0
2009,Number,Students from other developing and emerging countries,Thuringia,code16,2169.0
2010,Number,Students from other developing and emerging countries,Thuringia,code16,2437.0
2011,Number,Students from other developing and emerging countries,Thuringia,code16,2517.0
2012,Number,Students from other developing and emerging countries,Thuringia,code16,2860.0
2013,Number,Students from other developing and emerging countries,Thuringia,code16,3396.0
2014,Number,Students from other developing and emerging countries,Thuringia,code16,3852.0
2015,Number,Students from other developing and emerging countries,Thuringia,code16,4243.0
2016,Number,Students from other developing and emerging countries,Thuringia,code16,4488.0
2017,Number,Students from other developing and emerging countries,Thuringia,code16,4846.0
2018,Number,Students from other developing and emerging countries,Thuringia,code16,5500.0
2019,Number,Students from other developing and emerging countries,Thuringia,code16,6655.0
2020,Number,Students from other developing and emerging countries,Thuringia,code16,7388.0
2021,Number,Students from other developing and emerging countries,Thuringia,code16,9660.0
2022,Number,Students from other developing and emerging countries,Thuringia,code16,11967.0
2023,Number,Students from other developing and emerging countries,Thuringia,code16,13841.0
2005,Number,Researchers from LDCs,,,209.0
2006,Number,Researchers from LDCs,,,212.0
2007,Number,Researchers from LDCs,,,207.0
2008,Number,Researchers from LDCs,,,254.0
2009,Number,Researchers from LDCs,,,299.0
2010,Number,Researchers from LDCs,,,331.0
2011,Number,Researchers from LDCs,,,382.0
2012,Number,Researchers from LDCs,,,420.0
2013,Number,Researchers from LDCs,,,476.0
2014,Number,Researchers from LDCs,,,500.0
2015,Number,Researchers from LDCs,,,517.0
2016,Number,Researchers from LDCs,,,558.0
2017,Number,Researchers from LDCs,,,649.0
2018,Number,Researchers from LDCs,,,687.0
2019,Number,Researchers from LDCs,,,681.0
2020,Number,Researchers from LDCs,,,838.0
2021,Number,Researchers from LDCs,,,924.0
2022,Number,Researchers from LDCs,,,1070.0
2023,Number,Researchers from LDCs,,,1190.0
2006,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,40.0
