Year,Units,Degree of urbanisation,Federal state,GeoCode,Value
2015,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2077.272
2016,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2102.61
2017,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2104.915
2018,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2111.961
2019,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2113.749
2020,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2111.634
2021,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2103.036
2022,Inhabitants per m² settlement and transport area,,Baden-Wuerttemberg,code08,2100.471
2000,Inhabitants per m² settlement and transport area,,Bavaria,code09,1654.096
2001,Inhabitants per m² settlement and transport area,,Bavaria,code09,1648.823
2002,Inhabitants per m² settlement and transport area,,Bavaria,code09,1640.967
2003,Inhabitants per m² settlement and transport area,,Bavaria,code09,1631.311
2004,Inhabitants per m² settlement and transport area,,Bavaria,code09,1621.046
2005,Inhabitants per m² settlement and transport area,,Bavaria,code09,1611.118
2006,Inhabitants per m² settlement and transport area,,Bavaria,code09,1597.687
2007,Inhabitants per m² settlement and transport area,,Bavaria,code09,1588.226
2008,Inhabitants per m² settlement and transport area,,Bavaria,code09,1575.095
2009,Inhabitants per m² settlement and transport area,,Bavaria,code09,1561.082
2010,Inhabitants per m² settlement and transport area,,Bavaria,code09,1548.894
2011,Inhabitants per m² settlement and transport area,,Bavaria,code09,1525.018
2012,Inhabitants per m² settlement and transport area,,Bavaria,code09,1505.368
2013,Inhabitants per m² settlement and transport area,,Bavaria,code09,1506.204
2014,Inhabitants per m² settlement and transport area,,Bavaria,code09,1509.31
2015,Inhabitants per m² settlement and transport area,,Bavaria,code09,1511.081
2016,Inhabitants per m² settlement and transport area,,Bavaria,code09,1522.951
2017,Inhabitants per m² settlement and transport area,,Bavaria,code09,1525.578
2018,Inhabitants per m² settlement and transport area,,Bavaria,code09,1526.85
2019,Inhabitants per m² settlement and transport area,,Bavaria,code09,1529.103
2020,Inhabitants per m² settlement and transport area,,Bavaria,code09,1527.141
2021,Inhabitants per m² settlement and transport area,,Bavaria,code09,1522.289
2022,Inhabitants per m² settlement and transport area,,Bavaria,code09,1521.989
2000,Inhabitants per m² settlement and transport area,,Berlin,code11,5352.454
2001,Inhabitants per m² settlement and transport area,,Berlin,code11,5330.193
2002,Inhabitants per m² settlement and transport area,,Berlin,code11,5313.159
2003,Inhabitants per m² settlement and transport area,,Berlin,code11,5283.706
2004,Inhabitants per m² settlement and transport area,,Berlin,code11,5268.351
2005,Inhabitants per m² settlement and transport area,,Berlin,code11,5249.271
2006,Inhabitants per m² settlement and transport area,,Berlin,code11,5249.362
2007,Inhabitants per m² settlement and transport area,,Berlin,code11,5237.095
2008,Inhabitants per m² settlement and transport area,,Berlin,code11,5246.83
2009,Inhabitants per m² settlement and transport area,,Berlin,code11,5223.741
2010,Inhabitants per m² settlement and transport area,,Berlin,code11,5228.622
2011,Inhabitants per m² settlement and transport area,,Berlin,code11,5519.498
2012,Inhabitants per m² settlement and transport area,,Berlin,code11,5321.603
2013,Inhabitants per m² settlement and transport area,,Berlin,code11,5391.728
2014,Inhabitants per m² settlement and transport area,,Berlin,code11,5466.181
2015,Inhabitants per m² settlement and transport area,,Berlin,code11,5542.89
2016,Inhabitants per m² settlement and transport area,,Berlin,code11,5612.205
2017,Inhabitants per m² settlement and transport area,,Berlin,code11,5690.773
2018,Inhabitants per m² settlement and transport area,,Berlin,code11,5748.572
2019,Inhabitants per m² settlement and transport area,,Berlin,code11,5796.571
2020,Inhabitants per m² settlement and transport area,,Berlin,code11,5834.406
2021,Inhabitants per m² settlement and transport area,,Berlin,code11,5825.167
2022,Inhabitants per m² settlement and transport area,,Berlin,code11,5845.422
2000,Inhabitants per m² settlement and transport area,,Brandenburg,code12,1067.855
2001,Inhabitants per m² settlement and transport area,,Brandenburg,code12,1048.503
2002,Inhabitants per m² settlement and transport area,,Brandenburg,code12,1030.652
2003,Inhabitants per m² settlement and transport area,,Brandenburg,code12,1014.38
2004,Inhabitants per m² settlement and transport area,,Brandenburg,code12,1000.478
2005,Inhabitants per m² settlement and transport area,,Brandenburg,code12,980.979
2006,Inhabitants per m² settlement and transport area,,Brandenburg,code12,964.086
2007,Inhabitants per m² settlement and transport area,,Brandenburg,code12,949.626
2008,Inhabitants per m² settlement and transport area,,Brandenburg,code12,929.037
2009,Inhabitants per m² settlement and transport area,,Brandenburg,code12,915.654
2010,Inhabitants per m² settlement and transport area,,Brandenburg,code12,906.201
2011,Inhabitants per m² settlement and transport area,,Brandenburg,code12,917.622
2012,Inhabitants per m² settlement and transport area,,Brandenburg,code12,894.995
2013,Inhabitants per m² settlement and transport area,,Brandenburg,code12,880.486
2014,Inhabitants per m² settlement and transport area,,Brandenburg,code12,876.904
2015,Inhabitants per m² settlement and transport area,,Brandenburg,code12,877.811
2016,Inhabitants per m² settlement and transport area,,Brandenburg,code12,884.11
2017,Inhabitants per m² settlement and transport area,,Brandenburg,code12,886.958
2018,Inhabitants per m² settlement and transport area,,Brandenburg,code12,888.446
2019,Inhabitants per m² settlement and transport area,,Brandenburg,code12,890.637
2020,Inhabitants per m² settlement and transport area,,Brandenburg,code12,885.272
2021,Inhabitants per m² settlement and transport area,,Brandenburg,code12,881.246
2022,Inhabitants per m² settlement and transport area,,Brandenburg,code12,876.953
2000,Inhabitants per m² settlement and transport area,,Bremen,code04,2900.885
2001,Inhabitants per m² settlement and transport area,,Bremen,code04,2883.599
2002,Inhabitants per m² settlement and transport area,,Bremen,code04,2892.339
2003,Inhabitants per m² settlement and transport area,,Bremen,code04,2882.145
2004,Inhabitants per m² settlement and transport area,,Bremen,code04,2880.491
2005,Inhabitants per m² settlement and transport area,,Bremen,code04,2867.096
2006,Inhabitants per m² settlement and transport area,,Bremen,code04,2867.389
2007,Inhabitants per m² settlement and transport area,,Bremen,code04,2836.71
2008,Inhabitants per m² settlement and transport area,,Bremen,code04,2829.398
2009,Inhabitants per m² settlement and transport area,,Bremen,code04,2826.654
2010,Inhabitants per m² settlement and transport area,,Bremen,code04,2808.047
2011,Inhabitants per m² settlement and transport area,,Bremen,code04,2835.648
2012,Inhabitants per m² settlement and transport area,,Bremen,code04,2775.243
2013,Inhabitants per m² settlement and transport area,,Bremen,code04,2786.272
2014,Inhabitants per m² settlement and transport area,,Bremen,code04,2785.555
2015,Inhabitants per m² settlement and transport area,,Bremen,code04,2804.61
2016,Inhabitants per m² settlement and transport area,,Bremen,code04,2833.885
2017,Inhabitants per m² settlement and transport area,,Bremen,code04,2861.16
2018,Inhabitants per m² settlement and transport area,,Bremen,code04,2875.008
2019,Inhabitants per m² settlement and transport area,,Bremen,code04,2881.311
2020,Inhabitants per m² settlement and transport area,,Bremen,code04,2869.185
2021,Inhabitants per m² settlement and transport area,,Bremen,code04,2862.38
2022,Inhabitants per m² settlement and transport area,,Bremen,code04,2835.847
2000,Inhabitants per m² settlement and transport area,,Hamburg,code02,3888.216
2001,Inhabitants per m² settlement and transport area,,Hamburg,code02,3904.392
2002,Inhabitants per m² settlement and transport area,,Hamburg,code02,3864.662
2003,Inhabitants per m² settlement and transport area,,Hamburg,code02,3841.098
2004,Inhabitants per m² settlement and transport area,,Hamburg,code02,3798.048
2005,Inhabitants per m² settlement and transport area,,Hamburg,code02,3774.605
2006,Inhabitants per m² settlement and transport area,,Hamburg,code02,3772.263
2007,Inhabitants per m² settlement and transport area,,Hamburg,code02,3791.793
2008,Inhabitants per m² settlement and transport area,,Hamburg,code02,3785.757
2009,Inhabitants per m² settlement and transport area,,Hamburg,code02,3772.693
2010,Inhabitants per m² settlement and transport area,,Hamburg,code02,3782.04
2011,Inhabitants per m² settlement and transport area,,Hamburg,code02,3961.082
2012,Inhabitants per m² settlement and transport area,,Hamburg,code02,3801.299
2013,Inhabitants per m² settlement and transport area,,Hamburg,code02,3819.982
2014,Inhabitants per m² settlement and transport area,,Hamburg,code02,3872.155
2015,Inhabitants per m² settlement and transport area,,Hamburg,code02,3934.801
2016,Inhabitants per m² settlement and transport area,,Hamburg,code02,4018.002
2017,Inhabitants per m² settlement and transport area,,Hamburg,code02,4066.024
2018,Inhabitants per m² settlement and transport area,,Hamburg,code02,4114.042
2019,Inhabitants per m² settlement and transport area,,Hamburg,code02,4139.9
2020,Inhabitants per m² settlement and transport area,,Hamburg,code02,4154.585
2021,Inhabitants per m² settlement and transport area,,Hamburg,code02,4171.778
2022,Inhabitants per m² settlement and transport area,,Hamburg,code02,4198.983
2000,Inhabitants per m² settlement and transport area,,Hesse,code06,1917.386
2001,Inhabitants per m² settlement and transport area,,Hesse,code06,1912.796
2002,Inhabitants per m² settlement and transport area,,Hesse,code06,1905.405
2003,Inhabitants per m² settlement and transport area,,Hesse,code06,1894.242
2004,Inhabitants per m² settlement and transport area,,Hesse,code06,1885.66
2005,Inhabitants per m² settlement and transport area,,Hesse,code06,1874.877
2006,Inhabitants per m² settlement and transport area,,Hesse,code06,1861.159
2007,Inhabitants per m² settlement and transport area,,Hesse,code06,1849.631
2008,Inhabitants per m² settlement and transport area,,Hesse,code06,1839.568
2009,Inhabitants per m² settlement and transport area,,Hesse,code06,1829.9
2010,Inhabitants per m² settlement and transport area,,Hesse,code06,1822.164
2011,Inhabitants per m² settlement and transport area,,Hesse,code06,1849.702
2012,Inhabitants per m² settlement and transport area,,Hesse,code06,1819.603
2013,Inhabitants per m² settlement and transport area,,Hesse,code06,1822.072
2014,Inhabitants per m² settlement and transport area,,Hesse,code06,1823.658
2015,Inhabitants per m² settlement and transport area,,Hesse,code06,1833.3
2016,Inhabitants per m² settlement and transport area,,Hesse,code06,1847.892
2017,Inhabitants per m² settlement and transport area,,Hesse,code06,1851.381
2018,Inhabitants per m² settlement and transport area,,Hesse,code06,1854.686
2019,Inhabitants per m² settlement and transport area,,Hesse,code06,1856.404
2020,Inhabitants per m² settlement and transport area,,Hesse,code06,1859.993
2021,Inhabitants per m² settlement and transport area,,Hesse,code06,1858.74
2022,Inhabitants per m² settlement and transport area,,Hesse,code06,1864.986
2000,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,1136.374
2001,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,1105.944
2002,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,1068.886
2003,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,1039.108
2004,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,1012.799
2005,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,990.441
2006,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,966.392
2007,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,944.338
2008,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,914.439
2009,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,892.39
2010,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,874.277
2011,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,884.398
2012,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,860.224
2013,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,853.053
2014,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,840.708
2015,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,840.767
2016,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,819.714
2017,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,831.088
2018,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,830.521
2019,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,830.539
2020,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,828.207
2021,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,827.391
2022,Inhabitants per m² settlement and transport area,,Mecklenburg Western Pomerania,code13,826.253
2000,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1303.813
2001,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1295.629
2002,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1289.137
2003,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1280.397
2004,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1266.684
2005,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1254.28
2006,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1243.681
2007,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1233.626
2008,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1221.007
2009,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1211.356
2010,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1203.408
2011,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1214.835
2012,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1186.184
2013,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1180.782
2014,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1175.756
2015,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1175.186
2016,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1189.642
2017,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1188.245
2018,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1186.227
2019,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1185.398
2020,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1182.658
2021,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1180.536
2022,Inhabitants per m² settlement and transport area,,Lower Saxony,code03,1180.567
2000,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2498.07
2001,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2481.081
2002,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2462.599
2003,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2449.974
2004,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2423.512
2005,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2403.612
2006,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2380.805
2007,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2358.502
2008,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2331.068
2009,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2310.819
2010,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2292.59
2011,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2320.868
2012,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2270.602
2013,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2261.864
2014,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2254.536
2015,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2253.206
2016,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2290.809
2017,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2287.266
2018,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2284.586
2019,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2278.609
2020,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2274.423
2021,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2266.019
2022,Inhabitants per m² settlement and transport area,,North Rhine-Westphalia,code05,2260.038
2000,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1517.139
2001,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1511.044
2002,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1503.984
2003,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1495.293
2004,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1479.108
2005,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1462.644
2006,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1449.853
2007,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1438.344
2008,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1425.927
2009,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1419.2
2010,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1414.872
2011,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1416.252
2012,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1408.91
2013,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1406.513
2014,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1406.467
2015,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1414.521
2016,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1424.981
2017,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1430.364
2018,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1430.375
2019,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1429.997
2020,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1424.467
2021,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1410.587
2022,Inhabitants per m² settlement and transport area,,Rhineland Palatinate,code07,1400.904
2000,Inhabitants per m² settlement and transport area,,Saarland,code10,2095.636
2001,Inhabitants per m² settlement and transport area,,Saarland,code10,2077.462
2002,Inhabitants per m² settlement and transport area,,Saarland,code10,2065.027
2003,Inhabitants per m² settlement and transport area,,Saarland,code10,2052.582
2004,Inhabitants per m² settlement and transport area,,Saarland,code10,2021.702
2005,Inhabitants per m² settlement and transport area,,Saarland,code10,2000.715
2006,Inhabitants per m² settlement and transport area,,Saarland,code10,1977.987
2007,Inhabitants per m² settlement and transport area,,Saarland,code10,1956.468
2008,Inhabitants per m² settlement and transport area,,Saarland,code10,1935.606
2009,Inhabitants per m² settlement and transport area,,Saarland,code10,1908.468
2010,Inhabitants per m² settlement and transport area,,Saarland,code10,1883.231
2011,Inhabitants per m² settlement and transport area,,Saarland,code10,1909.131
2012,Inhabitants per m² settlement and transport area,,Saarland,code10,1865.15
2013,Inhabitants per m² settlement and transport area,,Saarland,code10,1855.013
2014,Inhabitants per m² settlement and transport area,,Saarland,code10,1844.912
2015,Inhabitants per m² settlement and transport area,,Saarland,code10,1838.355
2016,Inhabitants per m² settlement and transport area,,Saarland,code10,1815.59
2017,Inhabitants per m² settlement and transport area,,Saarland,code10,1815.625
2018,Inhabitants per m² settlement and transport area,,Saarland,code10,1809.258
2019,Inhabitants per m² settlement and transport area,,Saarland,code10,1800.205
2020,Inhabitants per m² settlement and transport area,,Saarland,code10,1791.701
2021,Inhabitants per m² settlement and transport area,,Saarland,code10,1776.381
2022,Inhabitants per m² settlement and transport area,,Saarland,code10,1764.655
2000,Inhabitants per m² settlement and transport area,,Saxony,code14,2114.23
2001,Inhabitants per m² settlement and transport area,,Saxony,code14,2063.24
2002,Inhabitants per m² settlement and transport area,,Saxony,code14,2024.27
2003,Inhabitants per m² settlement and transport area,,Saxony,code14,1995.23
2004,Inhabitants per m² settlement and transport area,,Saxony,code14,1972.321
2005,Inhabitants per m² settlement and transport area,,Saxony,code14,1950.055
2006,Inhabitants per m² settlement and transport area,,Saxony,code14,1922.026
2007,Inhabitants per m² settlement and transport area,,Saxony,code14,1871.419
2008,Inhabitants per m² settlement and transport area,,Saxony,code14,1836.532
2009,Inhabitants per m² settlement and transport area,,Saxony,code14,1794.404
2010,Inhabitants per m² settlement and transport area,,Saxony,code14,1764.868
2011,Inhabitants per m² settlement and transport area,,Saxony,code14,1783.954
2012,Inhabitants per m² settlement and transport area,,Saxony,code14,1728.125
2013,Inhabitants per m² settlement and transport area,,Saxony,code14,1718.373
2014,Inhabitants per m² settlement and transport area,,Saxony,code14,1654.963
2015,Inhabitants per m² settlement and transport area,,Saxony,code14,1667.465
2016,Inhabitants per m² settlement and transport area,,Saxony,code14,1671.584
2017,Inhabitants per m² settlement and transport area,,Saxony,code14,1658.035
2018,Inhabitants per m² settlement and transport area,,Saxony,code14,1646.864
2019,Inhabitants per m² settlement and transport area,,Saxony,code14,1633.305
2020,Inhabitants per m² settlement and transport area,,Saxony,code14,1616.426
2021,Inhabitants per m² settlement and transport area,,Saxony,code14,1596.718
2022,Inhabitants per m² settlement and transport area,,Saxony,code14,1581.027
2000,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1356.503
2001,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1309.221
2002,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1281.478
2003,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1247.07
2004,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1174.39
2005,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1113.523
2006,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1078.843
2007,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1063.506
2008,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1044.825
2009,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1031.703
2010,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1024.247
2011,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1041.948
2012,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1016.854
2013,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,1008.658
2014,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,999.366
2015,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,994.461
2016,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,996.105
2017,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,991.031
2018,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,985.351
2019,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,976.2
2020,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,969.225
2021,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,962.201
2022,Inhabitants per m² settlement and transport area,,Saxony-Anhalt,code15,954.916
2000,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1573.999
2001,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1554.015
2002,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1533.478
2003,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1510.628
2004,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1487.943
2005,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1476.864
2006,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1458.381
2007,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1439.069
2008,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1428.677
2009,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1417.399
2010,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1409.937
2011,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1415.007
2012,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1393.469
2013,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1388.684
2014,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1385.805
2015,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1386.319
2016,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1397.556
2017,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1400.53
2018,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1396.555
2019,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1395.535
2020,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1384.899
2021,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1378.268
2022,Inhabitants per m² settlement and transport area,,Schleswig-Holstein,code01,1377.408
2000,Inhabitants per m² settlement and transport area,,Thuringia,code16,1700.579
2001,Inhabitants per m² settlement and transport area,,Thuringia,code16,1674.452
2002,Inhabitants per m² settlement and transport area,,Thuringia,code16,1643.346
2003,Inhabitants per m² settlement and transport area,,Thuringia,code16,1623.246
2004,Inhabitants per m² settlement and transport area,,Thuringia,code16,1605.09
2005,Inhabitants per m² settlement and transport area,,Thuringia,code16,1582.948
2006,Inhabitants per m² settlement and transport area,,Thuringia,code16,1560.18
2007,Inhabitants per m² settlement and transport area,,Thuringia,code16,1535.428
2008,Inhabitants per m² settlement and transport area,,Thuringia,code16,1510.177
2009,Inhabitants per m² settlement and transport area,,Thuringia,code16,1486.673
2010,Inhabitants per m² settlement and transport area,,Thuringia,code16,1462.588
2011,Inhabitants per m² settlement and transport area,,Thuringia,code16,1470.411
2012,Inhabitants per m² settlement and transport area,,Thuringia,code16,1417.546
2013,Inhabitants per m² settlement and transport area,,Thuringia,code16,1401.201
2014,Inhabitants per m² settlement and transport area,,Thuringia,code16,1368.486
2015,Inhabitants per m² settlement and transport area,,Thuringia,code16,1358.161
2016,Inhabitants per m² settlement and transport area,,Thuringia,code16,1340.03
2017,Inhabitants per m² settlement and transport area,,Thuringia,code16,1245.86
2018,Inhabitants per m² settlement and transport area,,Thuringia,code16,1133.789
2019,Inhabitants per m² settlement and transport area,,Thuringia,code16,1125.389
2020,Inhabitants per m² settlement and transport area,,Thuringia,code16,1118.474
2021,Inhabitants per m² settlement and transport area,,Thuringia,code16,1109.746
2022,Inhabitants per m² settlement and transport area,,Thuringia,code16,1102.996
