Year,Units,degree of urbanisation,federal state,GeoCode,Value
2016,m² per year,rural areas,saxony,code14,-7.953
2017,m² per year,rural areas,saxony,code14,-8.675
2018,m² per year,rural areas,saxony,code14,-2.118
2019,m² per year,rural areas,saxony,code14,-5.113
2020,m² per year,rural areas,saxony,code14,-6.117
2021,m² per year,rural areas,saxony,code14,-6.508
2004,m² per year,,saxony-anhalt,code15,-18.5
2005,m² per year,,saxony-anhalt,code15,-23.8
2006,m² per year,,saxony-anhalt,code15,-26.6
2007,m² per year,,saxony-anhalt,code15,-23.7
2008,m² per year,,saxony-anhalt,code15,-14.9
2009,m² per year,,saxony-anhalt,code15,-5.9
2010,m² per year,,saxony-anhalt,code15,-0.825
2011,m² per year,,saxony-anhalt,code15,-0.295
2012,m² per year,,saxony-anhalt,code15,0.871
2013,m² per year,,saxony-anhalt,code15,0.972
2014,m² per year,,saxony-anhalt,code15,-0.341
2015,m² per year,,saxony-anhalt,code15,-0.784
2016,m² per year,,saxony-anhalt,code15,-1.704
2017,m² per year,,saxony-anhalt,code15,-1.844
2018,m² per year,,saxony-anhalt,code15,-1.133
2019,m² per year,,saxony-anhalt,code15,-1.597
2020,m² per year,,saxony-anhalt,code15,-1.163
2021,m² per year,,saxony-anhalt,code15,-1.128
2009,m² per year,non-rural areas,saxony-anhalt,code15,1.9
2010,m² per year,non-rural areas,saxony-anhalt,code15,1.155
2011,m² per year,non-rural areas,saxony-anhalt,code15,0.903
2012,m² per year,non-rural areas,saxony-anhalt,code15,0.856
2013,m² per year,non-rural areas,saxony-anhalt,code15,0.269
2014,m² per year,non-rural areas,saxony-anhalt,code15,0.744
2015,m² per year,non-rural areas,saxony-anhalt,code15,0.56
2016,m² per year,non-rural areas,saxony-anhalt,code15,0.313
2017,m² per year,non-rural areas,saxony-anhalt,code15,0.488
2018,m² per year,non-rural areas,saxony-anhalt,code15,-0.257
2019,m² per year,non-rural areas,saxony-anhalt,code15,-1.354
2020,m² per year,non-rural areas,saxony-anhalt,code15,-1.518
2021,m² per year,non-rural areas,saxony-anhalt,code15,-1.533
2009,m² per year,rural areas,saxony-anhalt,code15,-1.2
2010,m² per year,rural areas,saxony-anhalt,code15,0.906
2011,m² per year,rural areas,saxony-anhalt,code15,0.961
2012,m² per year,rural areas,saxony-anhalt,code15,0.886
2013,m² per year,rural areas,saxony-anhalt,code15,1.142
2014,m² per year,rural areas,saxony-anhalt,code15,-0.681
2015,m² per year,rural areas,saxony-anhalt,code15,-1.195
2016,m² per year,rural areas,saxony-anhalt,code15,-2.214
2017,m² per year,rural areas,saxony-anhalt,code15,-2.501
2018,m² per year,rural areas,saxony-anhalt,code15,-1.345
2019,m² per year,rural areas,saxony-anhalt,code15,-1.646
2020,m² per year,rural areas,saxony-anhalt,code15,-1.066
2021,m² per year,rural areas,saxony-anhalt,code15,-1.02
2004,m² per year,,schleswig-holstein,code01,-11.0
2005,m² per year,,schleswig-holstein,code01,-9.6
2006,m² per year,,schleswig-holstein,code01,-9.0
2007,m² per year,,schleswig-holstein,code01,-8.6
2008,m² per year,,schleswig-holstein,code01,-6.9
2009,m² per year,,schleswig-holstein,code01,-6.6
2010,m² per year,,schleswig-holstein,code01,-5.467
2011,m² per year,,schleswig-holstein,code01,-4.605
2012,m² per year,,schleswig-holstein,code01,-4.347
2013,m² per year,,schleswig-holstein,code01,-4.087
2014,m² per year,,schleswig-holstein,code01,-4.088
2015,m² per year,,schleswig-holstein,code01,-3.446
2016,m² per year,,schleswig-holstein,code01,-3.038
2017,m² per year,,schleswig-holstein,code01,-3.208
2018,m² per year,,schleswig-holstein,code01,-3.23
2019,m² per year,,schleswig-holstein,code01,-2.911
2020,m² per year,,schleswig-holstein,code01,-4.414
2021,m² per year,,schleswig-holstein,code01,-4.66
2009,m² per year,non-rural areas,schleswig-holstein,code01,-1.1
2010,m² per year,non-rural areas,schleswig-holstein,code01,-0.958
2011,m² per year,non-rural areas,schleswig-holstein,code01,-1.041
2012,m² per year,non-rural areas,schleswig-holstein,code01,-1.021
2013,m² per year,non-rural areas,schleswig-holstein,code01,-1.06
2014,m² per year,non-rural areas,schleswig-holstein,code01,-1.118
2015,m² per year,non-rural areas,schleswig-holstein,code01,-1.089
2016,m² per year,non-rural areas,schleswig-holstein,code01,-0.891
2017,m² per year,non-rural areas,schleswig-holstein,code01,-1.062
2018,m² per year,non-rural areas,schleswig-holstein,code01,-1.221
2019,m² per year,non-rural areas,schleswig-holstein,code01,-1.166
2020,m² per year,non-rural areas,schleswig-holstein,code01,-2.821
2021,m² per year,non-rural areas,schleswig-holstein,code01,-2.639
2009,m² per year,rural areas,schleswig-holstein,code01,-5.5
2010,m² per year,rural areas,schleswig-holstein,code01,-5.235
2011,m² per year,rural areas,schleswig-holstein,code01,-6.171
2012,m² per year,rural areas,schleswig-holstein,code01,-5.569
2013,m² per year,rural areas,schleswig-holstein,code01,-5.288
2014,m² per year,rural areas,schleswig-holstein,code01,-5.228
2015,m² per year,rural areas,schleswig-holstein,code01,-4.327
2016,m² per year,rural areas,schleswig-holstein,code01,-3.776
2017,m² per year,rural areas,schleswig-holstein,code01,-3.961
2018,m² per year,rural areas,schleswig-holstein,code01,-3.973
2019,m² per year,rural areas,schleswig-holstein,code01,-3.543
2020,m² per year,rural areas,schleswig-holstein,code01,-5.0
2021,m² per year,rural areas,schleswig-holstein,code01,-5.398
2004,m² per year,,thuringia,code16,-3.3
2005,m² per year,,thuringia,code16,-3.1
2006,m² per year,,thuringia,code16,-2.1
2007,m² per year,,thuringia,code16,-2.5
2008,m² per year,,thuringia,code16,-3.0
2009,m² per year,,thuringia,code16,-3.5
2010,m² per year,,thuringia,code16,-4.431
2011,m² per year,,thuringia,code16,-5.735
2012,m² per year,,thuringia,code16,-6.931
2013,m² per year,,thuringia,code16,-6.977
2014,m² per year,,thuringia,code16,-9.0
2015,m² per year,,thuringia,code16,-7.859
2016,m² per year,,thuringia,code16,-9.366
2017,m² per year,,thuringia,code16,-21.265
2018,m² per year,,thuringia,code16,-37.049
2019,m² per year,,thuringia,code16,-36.833
2020,m² per year,,thuringia,code16,-33.496
2021,m² per year,,thuringia,code16,-20.815
2009,m² per year,non-rural areas,thuringia,code16,-2.1
2010,m² per year,non-rural areas,thuringia,code16,-1.812
2011,m² per year,non-rural areas,thuringia,code16,-2.743
2012,m² per year,non-rural areas,thuringia,code16,-3.893
2013,m² per year,non-rural areas,thuringia,code16,-4.203
2014,m² per year,non-rural areas,thuringia,code16,-5.211
2015,m² per year,non-rural areas,thuringia,code16,-4.38
2016,m² per year,non-rural areas,thuringia,code16,-3.789
2017,m² per year,non-rural areas,thuringia,code16,-12.193
2018,m² per year,non-rural areas,thuringia,code16,-15.251
2019,m² per year,non-rural areas,thuringia,code16,-14.961
2020,m² per year,non-rural areas,thuringia,code16,-13.848
2021,m² per year,non-rural areas,thuringia,code16,-4.089
2009,m² per year,rural areas,thuringia,code16,-4.7
2010,m² per year,rural areas,thuringia,code16,-5.699
2011,m² per year,rural areas,thuringia,code16,-6.862
2012,m² per year,rural areas,thuringia,code16,-7.481
2013,m² per year,rural areas,thuringia,code16,-7.443
2014,m² per year,rural areas,thuringia,code16,-9.634
2015,m² per year,rural areas,thuringia,code16,-8.515
2016,m² per year,rural areas,thuringia,code16,-10.281
2017,m² per year,rural areas,thuringia,code16,-22.876
2018,m² per year,rural areas,thuringia,code16,-40.927
2019,m² per year,rural areas,thuringia,code16,-40.708
2020,m² per year,rural areas,thuringia,code16,-37.006
2021,m² per year,rural areas,thuringia,code16,-23.813
