Year,Units,COMMENT_OBS_0,länder,GeoCode,time series,Value
2010,number,,saxony-anhalt,code15,students from ldcs,150.0
2011,number,,saxony-anhalt,code15,students from ldcs,171.0
2012,number,,saxony-anhalt,code15,students from ldcs,201.0
2013,number,,saxony-anhalt,code15,students from ldcs,227.0
2014,number,,saxony-anhalt,code15,students from ldcs,240.0
2015,number,,saxony-anhalt,code15,students from ldcs,282.0
2016,number,,saxony-anhalt,code15,students from ldcs,261.0
2017,number,,saxony-anhalt,code15,students from ldcs,288.0
2018,number,,saxony-anhalt,code15,students from ldcs,344.0
2019,number,,saxony-anhalt,code15,students from ldcs,459.0
2020,number,,saxony-anhalt,code15,students from ldcs,550.0
2021,number,,saxony-anhalt,code15,students from ldcs,688.0
2022,number,,saxony-anhalt,code15,students from ldcs,746.0
2023,number,,saxony-anhalt,code15,students from ldcs,755.0
2005,number,,schleswig-holstein,code01,students from ldcs,105.0
2006,number,,schleswig-holstein,code01,students from ldcs,118.0
2007,number,,schleswig-holstein,code01,students from ldcs,132.0
2008,number,,schleswig-holstein,code01,students from ldcs,150.0
2009,number,,schleswig-holstein,code01,students from ldcs,171.0
2010,number,,schleswig-holstein,code01,students from ldcs,160.0
2011,number,,schleswig-holstein,code01,students from ldcs,181.0
2012,number,,schleswig-holstein,code01,students from ldcs,196.0
2013,number,,schleswig-holstein,code01,students from ldcs,213.0
2014,number,,schleswig-holstein,code01,students from ldcs,201.0
2015,number,,schleswig-holstein,code01,students from ldcs,184.0
2016,number,,schleswig-holstein,code01,students from ldcs,221.0
2017,number,,schleswig-holstein,code01,students from ldcs,270.0
2018,number,,schleswig-holstein,code01,students from ldcs,295.0
2019,number,,schleswig-holstein,code01,students from ldcs,339.0
2020,number,,schleswig-holstein,code01,students from ldcs,402.0
2021,number,,schleswig-holstein,code01,students from ldcs,450.0
2022,number,,schleswig-holstein,code01,students from ldcs,485.0
2023,number,,schleswig-holstein,code01,students from ldcs,502.0
2005,number,,thuringia,code16,students from ldcs,25.0
2006,number,,thuringia,code16,students from ldcs,29.0
2007,number,,thuringia,code16,students from ldcs,33.0
2008,number,,thuringia,code16,students from ldcs,54.0
2009,number,,thuringia,code16,students from ldcs,97.0
2010,number,,thuringia,code16,students from ldcs,147.0
2011,number,,thuringia,code16,students from ldcs,135.0
2012,number,,thuringia,code16,students from ldcs,150.0
2013,number,,thuringia,code16,students from ldcs,165.0
2014,number,,thuringia,code16,students from ldcs,179.0
2015,number,,thuringia,code16,students from ldcs,187.0
2016,number,,thuringia,code16,students from ldcs,223.0
2017,number,,thuringia,code16,students from ldcs,240.0
2018,number,,thuringia,code16,students from ldcs,274.0
2019,number,,thuringia,code16,students from ldcs,357.0
2020,number,,thuringia,code16,students from ldcs,504.0
2021,number,,thuringia,code16,students from ldcs,763.0
2022,number,,thuringia,code16,students from ldcs,743.0
2023,number,,thuringia,code16,students from ldcs,797.0
2005,number,,,,students from other developing and emerging countries,129502.0
2006,number,,,,students from other developing and emerging countries,129631.0
2007,number,,,,students from other developing and emerging countries,124181.0
2008,number,,,,students from other developing and emerging countries,127067.0
2009,number,,,,students from other developing and emerging countries,131633.0
2010,number,,,,students from other developing and emerging countries,136445.0
2011,number,,,,students from other developing and emerging countries,140304.0
2012,number,,,,students from other developing and emerging countries,150880.0
2013,number,,,,students from other developing and emerging countries,164098.0
2014,number,,,,students from other developing and emerging countries,176768.0
2015,number,,,,students from other developing and emerging countries,190403.0
2016,number,,,,students from other developing and emerging countries,204695.0
2017,number,,,,students from other developing and emerging countries,219307.0
2018,number,,,,students from other developing and emerging countries,236609.0
2019,number,,,,students from other developing and emerging countries,251488.0
2020,number,,,,students from other developing and emerging countries,259999.0
2021,number,,,,students from other developing and emerging countries,273340.0
2022,number,,,,students from other developing and emerging countries,288587.0
2023,number,,,,students from other developing and emerging countries,299158.0
2005,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,18582.0
2006,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,18379.0
2007,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,17473.0
2008,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,17650.0
2009,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,18418.0
2010,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,19111.0
2011,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,19082.0
2012,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,21116.0
2013,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,22842.0
2014,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,24597.0
2015,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,26283.0
2016,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,28310.0
2017,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,28393.0
2018,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,27934.0
2019,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,27197.0
2020,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,25283.0
2021,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,24921.0
2022,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,25522.0
2023,number,,baden-wuerttemberg,code08,students from other developing and emerging countries,25608.0
2005,number,,bavaria,code09,students from other developing and emerging countries,12251.0
2006,number,,bavaria,code09,students from other developing and emerging countries,12721.0
2007,number,,bavaria,code09,students from other developing and emerging countries,12324.0
2008,number,,bavaria,code09,students from other developing and emerging countries,12533.0
2009,number,,bavaria,code09,students from other developing and emerging countries,12980.0
2010,number,,bavaria,code09,students from other developing and emerging countries,13620.0
2011,number,,bavaria,code09,students from other developing and emerging countries,14060.0
2012,number,,bavaria,code09,students from other developing and emerging countries,15284.0
2013,number,,bavaria,code09,students from other developing and emerging countries,17719.0
2014,number,,bavaria,code09,students from other developing and emerging countries,19151.0
2015,number,,bavaria,code09,students from other developing and emerging countries,21169.0
2016,number,,bavaria,code09,students from other developing and emerging countries,23123.0
2017,number,,bavaria,code09,students from other developing and emerging countries,26821.0
2018,number,,bavaria,code09,students from other developing and emerging countries,30524.0
2019,number,,bavaria,code09,students from other developing and emerging countries,33606.0
2020,number,,bavaria,code09,students from other developing and emerging countries,37132.0
2021,number,,bavaria,code09,students from other developing and emerging countries,41719.0
2022,number,,bavaria,code09,students from other developing and emerging countries,47030.0
2023,number,,bavaria,code09,students from other developing and emerging countries,52228.0
2005,number,,berlin,code11,students from other developing and emerging countries,9047.0
2006,number,,berlin,code11,students from other developing and emerging countries,8871.0
2007,number,,berlin,code11,students from other developing and emerging countries,9202.0
2008,number,,berlin,code11,students from other developing and emerging countries,9570.0
2009,number,,berlin,code11,students from other developing and emerging countries,9868.0
2010,number,,berlin,code11,students from other developing and emerging countries,10512.0
2011,number,,berlin,code11,students from other developing and emerging countries,10747.0
2012,number,,berlin,code11,students from other developing and emerging countries,11270.0
2013,number,,berlin,code11,students from other developing and emerging countries,12157.0
2014,number,,berlin,code11,students from other developing and emerging countries,12996.0
2015,number,,berlin,code11,students from other developing and emerging countries,14133.0
2016,number,,berlin,code11,students from other developing and emerging countries,15513.0
2017,number,,berlin,code11,students from other developing and emerging countries,18083.0
2018,number,,berlin,code11,students from other developing and emerging countries,20159.0
2019,number,,berlin,code11,students from other developing and emerging countries,22166.0
2020,number,,berlin,code11,students from other developing and emerging countries,23355.0
2021,number,,berlin,code11,students from other developing and emerging countries,25441.0
2022,number,,berlin,code11,students from other developing and emerging countries,26450.0
2023,number,,berlin,code11,students from other developing and emerging countries,27212.0
2005,number,,brandenburg,code12,students from other developing and emerging countries,2288.0
2006,number,,brandenburg,code12,students from other developing and emerging countries,2347.0
2007,number,,brandenburg,code12,students from other developing and emerging countries,2396.0
2008,number,,brandenburg,code12,students from other developing and emerging countries,2423.0
2009,number,,brandenburg,code12,students from other developing and emerging countries,2524.0
2010,number,,brandenburg,code12,students from other developing and emerging countries,2536.0
2011,number,,brandenburg,code12,students from other developing and emerging countries,2678.0
2012,number,,brandenburg,code12,students from other developing and emerging countries,2969.0
2013,number,,brandenburg,code12,students from other developing and emerging countries,3080.0
2014,number,,brandenburg,code12,students from other developing and emerging countries,3246.0
2015,number,,brandenburg,code12,students from other developing and emerging countries,3462.0
2016,number,,brandenburg,code12,students from other developing and emerging countries,3827.0
2017,number,,brandenburg,code12,students from other developing and emerging countries,4263.0
2018,number,,brandenburg,code12,students from other developing and emerging countries,4618.0
2019,number,,brandenburg,code12,students from other developing and emerging countries,4978.0
2020,number,,brandenburg,code12,students from other developing and emerging countries,5143.0
2021,number,,brandenburg,code12,students from other developing and emerging countries,5748.0
2022,number,,brandenburg,code12,students from other developing and emerging countries,6933.0
2023,number,,brandenburg,code12,students from other developing and emerging countries,7798.0
2005,number,,bremen,code04,students from other developing and emerging countries,3751.0
2006,number,,bremen,code04,students from other developing and emerging countries,3484.0
2007,number,,bremen,code04,students from other developing and emerging countries,3339.0
2008,number,,bremen,code04,students from other developing and emerging countries,3236.0
2009,number,,bremen,code04,students from other developing and emerging countries,3109.0
2010,number,,bremen,code04,students from other developing and emerging countries,2958.0
2011,number,,bremen,code04,students from other developing and emerging countries,2961.0
2012,number,,bremen,code04,students from other developing and emerging countries,2993.0
2013,number,,bremen,code04,students from other developing and emerging countries,3119.0
2014,number,,bremen,code04,students from other developing and emerging countries,3305.0
2015,number,,bremen,code04,students from other developing and emerging countries,3385.0
2016,number,,bremen,code04,students from other developing and emerging countries,3555.0
2017,number,,bremen,code04,students from other developing and emerging countries,3985.0
2018,number,,bremen,code04,students from other developing and emerging countries,4150.0
2019,number,,bremen,code04,students from other developing and emerging countries,4500.0
2020,number,,bremen,code04,students from other developing and emerging countries,4628.0
2021,number,,bremen,code04,students from other developing and emerging countries,4745.0
2022,number,,bremen,code04,students from other developing and emerging countries,4869.0
2023,number,,bremen,code04,students from other developing and emerging countries,5064.0
2005,number,,hamburg,code02,students from other developing and emerging countries,4837.0
2006,number,,hamburg,code02,students from other developing and emerging countries,4860.0
2007,number,,hamburg,code02,students from other developing and emerging countries,4484.0
2008,number,,hamburg,code02,students from other developing and emerging countries,4496.0
2009,number,,hamburg,code02,students from other developing and emerging countries,4606.0
2010,number,,hamburg,code02,students from other developing and emerging countries,4757.0
2011,number,,hamburg,code02,students from other developing and emerging countries,4978.0
2012,number,,hamburg,code02,students from other developing and emerging countries,5344.0
2013,number,,hamburg,code02,students from other developing and emerging countries,5471.0
2014,number,,hamburg,code02,students from other developing and emerging countries,5623.0
2015,number,,hamburg,code02,students from other developing and emerging countries,5970.0
2016,number,,hamburg,code02,students from other developing and emerging countries,6349.0
2017,number,,hamburg,code02,students from other developing and emerging countries,6778.0
2018,number,,hamburg,code02,students from other developing and emerging countries,7608.0
2019,number,,hamburg,code02,students from other developing and emerging countries,7888.0
2020,number,,hamburg,code02,students from other developing and emerging countries,8046.0
2021,number,,hamburg,code02,students from other developing and emerging countries,8782.0
2022,number,,hamburg,code02,students from other developing and emerging countries,9425.0
2023,number,,hamburg,code02,students from other developing and emerging countries,9642.0
2005,number,,hesse,code06,students from other developing and emerging countries,13808.0
2006,number,,hesse,code06,students from other developing and emerging countries,13737.0
2007,number,,hesse,code06,students from other developing and emerging countries,12328.0
2008,number,,hesse,code06,students from other developing and emerging countries,14027.0
2009,number,,hesse,code06,students from other developing and emerging countries,15436.0
2010,number,,hesse,code06,students from other developing and emerging countries,16660.0
2011,number,,hesse,code06,students from other developing and emerging countries,16633.0
2012,number,,hesse,code06,students from other developing and emerging countries,17584.0
2013,number,,hesse,code06,students from other developing and emerging countries,18830.0
2014,number,,hesse,code06,students from other developing and emerging countries,19958.0
2015,number,,hesse,code06,students from other developing and emerging countries,21090.0
2016,number,,hesse,code06,students from other developing and emerging countries,22111.0
2017,number,,hesse,code06,students from other developing and emerging countries,23165.0
2018,number,,hesse,code06,students from other developing and emerging countries,24689.0
2019,number,,hesse,code06,students from other developing and emerging countries,25741.0
2020,number,,hesse,code06,students from other developing and emerging countries,26496.0
2021,number,,hesse,code06,students from other developing and emerging countries,26581.0
2022,number,,hesse,code06,students from other developing and emerging countries,27319.0
2023,number,,hesse,code06,students from other developing and emerging countries,27666.0
2005,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1071.0
2006,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1056.0
2007,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1063.0
2008,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1028.0
2009,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1105.0
2010,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1160.0
2011,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1160.0
2012,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1188.0
2013,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1329.0
2014,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1437.0
2015,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1664.0
2016,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,1955.0
2017,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,2406.0
2018,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,2691.0
2019,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,2785.0
2020,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,2875.0
2021,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,2951.0
2022,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,3031.0
2023,number,,mecklenburg western pomerania,code13,students from other developing and emerging countries,2849.0
2005,number,,lower saxony,code03,students from other developing and emerging countries,10134.0
2006,number,,lower saxony,code03,students from other developing and emerging countries,9857.0
2007,number,,lower saxony,code03,students from other developing and emerging countries,9224.0
2008,number,,lower saxony,code03,students from other developing and emerging countries,9284.0
2009,number,,lower saxony,code03,students from other developing and emerging countries,9243.0
2010,number,,lower saxony,code03,students from other developing and emerging countries,9143.0
2011,number,,lower saxony,code03,students from other developing and emerging countries,9105.0
2012,number,,lower saxony,code03,students from other developing and emerging countries,9668.0
2013,number,,lower saxony,code03,students from other developing and emerging countries,10475.0
2014,number,,lower saxony,code03,students from other developing and emerging countries,11479.0
2015,number,,lower saxony,code03,students from other developing and emerging countries,12813.0
2016,number,,lower saxony,code03,students from other developing and emerging countries,13967.0
2017,number,,lower saxony,code03,students from other developing and emerging countries,15599.0
2018,number,,lower saxony,code03,students from other developing and emerging countries,17043.0
2019,number,,lower saxony,code03,students from other developing and emerging countries,18259.0
2020,number,,lower saxony,code03,students from other developing and emerging countries,18710.0
2021,number,,lower saxony,code03,students from other developing and emerging countries,18693.0
2022,number,,lower saxony,code03,students from other developing and emerging countries,18955.0
2023,number,,lower saxony,code03,students from other developing and emerging countries,19187.0
2005,number,,north rhine-westphalia,code05,students from other developing and emerging countries,35892.0
2006,number,,north rhine-westphalia,code05,students from other developing and emerging countries,35688.0
2007,number,,north rhine-westphalia,code05,students from other developing and emerging countries,32856.0
2008,number,,north rhine-westphalia,code05,students from other developing and emerging countries,33436.0
2009,number,,north rhine-westphalia,code05,students from other developing and emerging countries,34448.0
2010,number,,north rhine-westphalia,code05,students from other developing and emerging countries,35346.0
2011,number,,north rhine-westphalia,code05,students from other developing and emerging countries,37622.0
2012,number,,north rhine-westphalia,code05,students from other developing and emerging countries,40638.0
2013,number,,north rhine-westphalia,code05,students from other developing and emerging countries,44330.0
2014,number,,north rhine-westphalia,code05,students from other developing and emerging countries,47929.0
2015,number,,north rhine-westphalia,code05,students from other developing and emerging countries,50866.0
2016,number,,north rhine-westphalia,code05,students from other developing and emerging countries,54724.0
2017,number,,north rhine-westphalia,code05,students from other developing and emerging countries,56753.0
2018,number,,north rhine-westphalia,code05,students from other developing and emerging countries,60421.0
2019,number,,north rhine-westphalia,code05,students from other developing and emerging countries,64421.0
2020,number,,north rhine-westphalia,code05,students from other developing and emerging countries,66566.0
2021,number,,north rhine-westphalia,code05,students from other developing and emerging countries,68071.0
2022,number,,north rhine-westphalia,code05,students from other developing and emerging countries,69369.0
2023,number,,north rhine-westphalia,code05,students from other developing and emerging countries,69086.0
2005,number,,rhineland palatinate,code07,students from other developing and emerging countries,5760.0
2006,number,,rhineland palatinate,code07,students from other developing and emerging countries,5969.0
2007,number,,rhineland palatinate,code07,students from other developing and emerging countries,6413.0
2008,number,,rhineland palatinate,code07,students from other developing and emerging countries,6525.0
2009,number,,rhineland palatinate,code07,students from other developing and emerging countries,6335.0
2010,number,,rhineland palatinate,code07,students from other developing and emerging countries,6226.0
2011,number,,rhineland palatinate,code07,students from other developing and emerging countries,5974.0
2012,number,,rhineland palatinate,code07,students from other developing and emerging countries,5990.0
2013,number,,rhineland palatinate,code07,students from other developing and emerging countries,6083.0
2014,number,,rhineland palatinate,code07,students from other developing and emerging countries,6295.0
2015,number,,rhineland palatinate,code07,students from other developing and emerging countries,6620.0
2016,number,,rhineland palatinate,code07,students from other developing and emerging countries,7138.0
2017,number,,rhineland palatinate,code07,students from other developing and emerging countries,7835.0
2018,number,,rhineland palatinate,code07,students from other developing and emerging countries,9016.0
2019,number,,rhineland palatinate,code07,students from other developing and emerging countries,9720.0
2020,number,,rhineland palatinate,code07,students from other developing and emerging countries,10360.0
2021,number,,rhineland palatinate,code07,students from other developing and emerging countries,10826.0
2022,number,,rhineland palatinate,code07,students from other developing and emerging countries,11177.0
2023,number,,rhineland palatinate,code07,students from other developing and emerging countries,11072.0
2005,number,,saarland,code10,students from other developing and emerging countries,1243.0
2006,number,,saarland,code10,students from other developing and emerging countries,1365.0
2007,number,,saarland,code10,students from other developing and emerging countries,1362.0
2008,number,,saarland,code10,students from other developing and emerging countries,1375.0
2009,number,,saarland,code10,students from other developing and emerging countries,1434.0
2010,number,,saarland,code10,students from other developing and emerging countries,1641.0
2011,number,,saarland,code10,students from other developing and emerging countries,1734.0
2012,number,,saarland,code10,students from other developing and emerging countries,1808.0
2013,number,,saarland,code10,students from other developing and emerging countries,1856.0
2014,number,,saarland,code10,students from other developing and emerging countries,1903.0
2015,number,,saarland,code10,students from other developing and emerging countries,1952.0
2016,number,,saarland,code10,students from other developing and emerging countries,1961.0
2017,number,,saarland,code10,students from other developing and emerging countries,2031.0
2018,number,,saarland,code10,students from other developing and emerging countries,2203.0
2019,number,,saarland,code10,students from other developing and emerging countries,2441.0
2020,number,,saarland,code10,students from other developing and emerging countries,2535.0
2021,number,,saarland,code10,students from other developing and emerging countries,2824.0
2022,number,,saarland,code10,students from other developing and emerging countries,2992.0
2023,number,,saarland,code10,students from other developing and emerging countries,3185.0
2005,number,,saxony,code14,students from other developing and emerging countries,4328.0
2006,number,,saxony,code14,students from other developing and emerging countries,4440.0
2007,number,,saxony,code14,students from other developing and emerging countries,4601.0
2008,number,,saxony,code14,students from other developing and emerging countries,4440.0
2009,number,,saxony,code14,students from other developing and emerging countries,4624.0
2010,number,,saxony,code14,students from other developing and emerging countries,4789.0
2011,number,,saxony,code14,students from other developing and emerging countries,5172.0
2012,number,,saxony,code14,students from other developing and emerging countries,5850.0
2013,number,,saxony,code14,students from other developing and emerging countries,6813.0
2014,number,,saxony,code14,students from other developing and emerging countries,7861.0
2015,number,,saxony,code14,students from other developing and emerging countries,9042.0
2016,number,,saxony,code14,students from other developing and emerging countries,9496.0
2017,number,,saxony,code14,students from other developing and emerging countries,9846.0
2018,number,,saxony,code14,students from other developing and emerging countries,10885.0
2019,number,,saxony,code14,students from other developing and emerging countries,11245.0
2020,number,,saxony,code14,students from other developing and emerging countries,11340.0
2021,number,,saxony,code14,students from other developing and emerging countries,11470.0
2022,number,,saxony,code14,students from other developing and emerging countries,11735.0
2023,number,,saxony,code14,students from other developing and emerging countries,12513.0
2005,number,,saxony-anhalt,code15,students from other developing and emerging countries,2825.0
2006,number,,saxony-anhalt,code15,students from other developing and emerging countries,2964.0
2007,number,,saxony-anhalt,code15,students from other developing and emerging countries,2997.0
2008,number,,saxony-anhalt,code15,students from other developing and emerging countries,2976.0
2009,number,,saxony-anhalt,code15,students from other developing and emerging countries,3142.0
2010,number,,saxony-anhalt,code15,students from other developing and emerging countries,3330.0
2011,number,,saxony-anhalt,code15,students from other developing and emerging countries,3633.0
2012,number,,saxony-anhalt,code15,students from other developing and emerging countries,3962.0
2013,number,,saxony-anhalt,code15,students from other developing and emerging countries,4198.0
2014,number,,saxony-anhalt,code15,students from other developing and emerging countries,4561.0
2015,number,,saxony-anhalt,code15,students from other developing and emerging countries,4970.0
2016,number,,saxony-anhalt,code15,students from other developing and emerging countries,5061.0
2017,number,,saxony-anhalt,code15,students from other developing and emerging countries,5401.0
2018,number,,saxony-anhalt,code15,students from other developing and emerging countries,5810.0
2019,number,,saxony-anhalt,code15,students from other developing and emerging countries,6336.0
2020,number,,saxony-anhalt,code15,students from other developing and emerging countries,6563.0
2021,number,,saxony-anhalt,code15,students from other developing and emerging countries,7114.0
2022,number,,saxony-anhalt,code15,students from other developing and emerging countries,7982.0
2023,number,,saxony-anhalt,code15,students from other developing and emerging countries,8286.0
2005,number,,schleswig-holstein,code01,students from other developing and emerging countries,2071.0
2006,number,,schleswig-holstein,code01,students from other developing and emerging countries,2135.0
2007,number,,schleswig-holstein,code01,students from other developing and emerging countries,2149.0
2008,number,,schleswig-holstein,code01,students from other developing and emerging countries,2131.0
2009,number,,schleswig-holstein,code01,students from other developing and emerging countries,2192.0
2010,number,,schleswig-holstein,code01,students from other developing and emerging countries,2219.0
2011,number,,schleswig-holstein,code01,students from other developing and emerging countries,2248.0
2012,number,,schleswig-holstein,code01,students from other developing and emerging countries,2356.0
2013,number,,schleswig-holstein,code01,students from other developing and emerging countries,2400.0
2014,number,,schleswig-holstein,code01,students from other developing and emerging countries,2575.0
2015,number,,schleswig-holstein,code01,students from other developing and emerging countries,2741.0
2016,number,,schleswig-holstein,code01,students from other developing and emerging countries,3116.0
2017,number,,schleswig-holstein,code01,students from other developing and emerging countries,3101.0
2018,number,,schleswig-holstein,code01,students from other developing and emerging countries,3358.0
2019,number,,schleswig-holstein,code01,students from other developing and emerging countries,3549.0
2020,number,,schleswig-holstein,code01,students from other developing and emerging countries,3581.0
2021,number,,schleswig-holstein,code01,students from other developing and emerging countries,3795.0
2022,number,,schleswig-holstein,code01,students from other developing and emerging countries,3831.0
2023,number,,schleswig-holstein,code01,students from other developing and emerging countries,3921.0
2005,number,,thuringia,code16,students from other developing and emerging countries,1615.0
2006,number,,thuringia,code16,students from other developing and emerging countries,1759.0
2007,number,,thuringia,code16,students from other developing and emerging countries,1971.0
2008,number,,thuringia,code16,students from other developing and emerging countries,1937.0
2009,number,,thuringia,code16,students from other developing and emerging countries,2169.0
2010,number,,thuringia,code16,students from other developing and emerging countries,2437.0
2011,number,,thuringia,code16,students from other developing and emerging countries,2517.0
2012,number,,thuringia,code16,students from other developing and emerging countries,2860.0
2013,number,,thuringia,code16,students from other developing and emerging countries,3396.0
2014,number,,thuringia,code16,students from other developing and emerging countries,3852.0
2015,number,,thuringia,code16,students from other developing and emerging countries,4243.0
2016,number,,thuringia,code16,students from other developing and emerging countries,4488.0
2017,number,,thuringia,code16,students from other developing and emerging countries,4846.0
2018,number,,thuringia,code16,students from other developing and emerging countries,5500.0
2019,number,,thuringia,code16,students from other developing and emerging countries,6655.0
2020,number,,thuringia,code16,students from other developing and emerging countries,7388.0
2021,number,,thuringia,code16,students from other developing and emerging countries,9660.0
2022,number,,thuringia,code16,students from other developing and emerging countries,11967.0
2023,number,,thuringia,code16,students from other developing and emerging countries,13841.0
2005,number,,,,researchers from ldcs,209.0
2006,number,,,,researchers from ldcs,212.0
2007,number,,,,researchers from ldcs,207.0
2008,number,,,,researchers from ldcs,254.0
2009,number,,,,researchers from ldcs,299.0
2010,number,,,,researchers from ldcs,331.0
2011,number,,,,researchers from ldcs,382.0
2012,number,,,,researchers from ldcs,420.0
2013,number,,,,researchers from ldcs,476.0
2014,number,,,,researchers from ldcs,500.0
2015,number,,,,researchers from ldcs,517.0
2016,number,,,,researchers from ldcs,558.0
2017,number,,,,researchers from ldcs,649.0
2018,number,,,,researchers from ldcs,687.0
2019,number,,,,researchers from ldcs,681.0
2020,number,,,,researchers from ldcs,838.0
2021,number,,,,researchers from ldcs,924.0
2022,number,,,,researchers from ldcs,1070.0
2023,number,,,,researchers from ldcs,1190.0
2005,number,.,baden-wuerttemberg,code08,researchers from ldcs,
2006,number,,baden-wuerttemberg,code08,researchers from ldcs,40.0
2007,number,,baden-wuerttemberg,code08,researchers from ldcs,45.0
2008,number,,baden-wuerttemberg,code08,researchers from ldcs,52.0
2009,number,,baden-wuerttemberg,code08,researchers from ldcs,51.0
2010,number,,baden-wuerttemberg,code08,researchers from ldcs,57.0
2011,number,,baden-wuerttemberg,code08,researchers from ldcs,85.0
2012,number,,baden-wuerttemberg,code08,researchers from ldcs,96.0
2013,number,,baden-wuerttemberg,code08,researchers from ldcs,93.0
2014,number,,baden-wuerttemberg,code08,researchers from ldcs,98.0
2015,number,,baden-wuerttemberg,code08,researchers from ldcs,106.0
2016,number,,baden-wuerttemberg,code08,researchers from ldcs,118.0
2017,number,,baden-wuerttemberg,code08,researchers from ldcs,150.0
2018,number,,baden-wuerttemberg,code08,researchers from ldcs,140.0
2019,number,,baden-wuerttemberg,code08,researchers from ldcs,141.0
2020,number,,baden-wuerttemberg,code08,researchers from ldcs,146.0
2021,number,,baden-wuerttemberg,code08,researchers from ldcs,149.0
2022,number,,baden-wuerttemberg,code08,researchers from ldcs,179.0
2023,number,,baden-wuerttemberg,code08,researchers from ldcs,170.0
2005,number,.,bavaria,code09,researchers from ldcs,
2006,number,,bavaria,code09,researchers from ldcs,26.0
2007,number,,bavaria,code09,researchers from ldcs,23.0
2008,number,,bavaria,code09,researchers from ldcs,24.0
2009,number,,bavaria,code09,researchers from ldcs,35.0
2010,number,,bavaria,code09,researchers from ldcs,39.0
2011,number,,bavaria,code09,researchers from ldcs,57.0
2012,number,,bavaria,code09,researchers from ldcs,67.0
2013,number,,bavaria,code09,researchers from ldcs,68.0
2014,number,,bavaria,code09,researchers from ldcs,71.0
2015,number,,bavaria,code09,researchers from ldcs,70.0
2016,number,,bavaria,code09,researchers from ldcs,60.0
2017,number,,bavaria,code09,researchers from ldcs,75.0
2018,number,,bavaria,code09,researchers from ldcs,63.0
2019,number,,bavaria,code09,researchers from ldcs,76.0
2020,number,,bavaria,code09,researchers from ldcs,105.0
2021,number,,bavaria,code09,researchers from ldcs,113.0
2022,number,,bavaria,code09,researchers from ldcs,144.0
2023,number,,bavaria,code09,researchers from ldcs,151.0
2005,number,.,berlin,code11,researchers from ldcs,
2006,number,,berlin,code11,researchers from ldcs,6.0
2007,number,,berlin,code11,researchers from ldcs,5.0
2008,number,,berlin,code11,researchers from ldcs,7.0
2009,number,,berlin,code11,researchers from ldcs,8.0
2010,number,,berlin,code11,researchers from ldcs,10.0
2011,number,,berlin,code11,researchers from ldcs,11.0
2012,number,,berlin,code11,researchers from ldcs,12.0
2013,number,,berlin,code11,researchers from ldcs,19.0
2014,number,,berlin,code11,researchers from ldcs,22.0
2015,number,,berlin,code11,researchers from ldcs,25.0
2016,number,,berlin,code11,researchers from ldcs,34.0
2017,number,,berlin,code11,researchers from ldcs,30.0
2018,number,,berlin,code11,researchers from ldcs,31.0
2019,number,,berlin,code11,researchers from ldcs,35.0
2020,number,,berlin,code11,researchers from ldcs,36.0
2021,number,,berlin,code11,researchers from ldcs,49.0
2022,number,,berlin,code11,researchers from ldcs,56.0
2023,number,,berlin,code11,researchers from ldcs,71.0
2005,number,.,brandenburg,code12,researchers from ldcs,
2006,number,,brandenburg,code12,researchers from ldcs,3.0
2007,number,,brandenburg,code12,researchers from ldcs,2.0
