Year,Units,degree of urbanisation,federal state,GeoCode,Value
2015,m² per year,non-rural areas,schleswig-holstein,code01,-1.1
2017,m² per year,non-rural areas,schleswig-holstein,code01,-1.1
2018,m² per year,non-rural areas,schleswig-holstein,code01,-1.2
2019,m² per year,non-rural areas,schleswig-holstein,code01,-1.2
2020,m² per year,non-rural areas,schleswig-holstein,code01,-2.8
2009,m² per year,rural areas,schleswig-holstein,code01,-5.5
2010,m² per year,rural areas,schleswig-holstein,code01,-5.2
2011,m² per year,rural areas,schleswig-holstein,code01,-6.2
2012,m² per year,rural areas,schleswig-holstein,code01,-5.6
2013,m² per year,rural areas,schleswig-holstein,code01,-5.3
2014,m² per year,rural areas,schleswig-holstein,code01,-5.2
2015,m² per year,rural areas,schleswig-holstein,code01,-4.3
2017,m² per year,rural areas,schleswig-holstein,code01,-4.0
2018,m² per year,rural areas,schleswig-holstein,code01,-4.0
2019,m² per year,rural areas,schleswig-holstein,code01,-3.5
2020,m² per year,rural areas,schleswig-holstein,code01,-5.0
2004,m² per year,,thuringia,code16,-3.3
2005,m² per year,,thuringia,code16,-3.1
2006,m² per year,,thuringia,code16,-2.1
2007,m² per year,,thuringia,code16,-2.5
2008,m² per year,,thuringia,code16,-3.0
2009,m² per year,,thuringia,code16,-3.5
2010,m² per year,,thuringia,code16,-4.4
2011,m² per year,,thuringia,code16,-5.7
2012,m² per year,,thuringia,code16,-6.9
2013,m² per year,,thuringia,code16,-7.0
2014,m² per year,,thuringia,code16,-9.0
2015,m² per year,,thuringia,code16,-7.9
2017,m² per year,,thuringia,code16,-21.3
2018,m² per year,,thuringia,code16,-37.0
2019,m² per year,,thuringia,code16,-36.8
2020,m² per year,,thuringia,code16,-33.5
2009,m² per year,non-rural areas,thuringia,code16,-2.1
2010,m² per year,non-rural areas,thuringia,code16,-1.8
2011,m² per year,non-rural areas,thuringia,code16,-2.7
2012,m² per year,non-rural areas,thuringia,code16,-3.9
2013,m² per year,non-rural areas,thuringia,code16,-4.2
2014,m² per year,non-rural areas,thuringia,code16,-5.2
2015,m² per year,non-rural areas,thuringia,code16,-4.4
2017,m² per year,non-rural areas,thuringia,code16,-12.2
2018,m² per year,non-rural areas,thuringia,code16,-15.3
2019,m² per year,non-rural areas,thuringia,code16,-15.0
2020,m² per year,non-rural areas,thuringia,code16,-13.8
2009,m² per year,rural areas,thuringia,code16,-4.7
2010,m² per year,rural areas,thuringia,code16,-5.7
2011,m² per year,rural areas,thuringia,code16,-6.9
2012,m² per year,rural areas,thuringia,code16,-7.5
2013,m² per year,rural areas,thuringia,code16,-7.4
2014,m² per year,rural areas,thuringia,code16,-9.6
2015,m² per year,rural areas,thuringia,code16,-8.5
2017,m² per year,rural areas,thuringia,code16,-22.9
2018,m² per year,rural areas,thuringia,code16,-40.9
2019,m² per year,rural areas,thuringia,code16,-40.7
2020,m² per year,rural areas,thuringia,code16,-37.0
