Year,Units,Degree of urbanisation,Federal state,GeoCode,Value
2012,m² per year,,Saarland,code10,-2.484
2013,m² per year,,Saarland,code10,-1.998
2014,m² per year,,Saarland,code10,-1.259
2015,m² per year,,Saarland,code10,-1.259
2016,m² per year,,Saarland,code10,-3.355
2017,m² per year,,Saarland,code10,-3.246
2018,m² per year,,Saarland,code10,-3.137
2019,m² per year,,Saarland,code10,-3.068
2020,m² per year,,Saarland,code10,-0.619
2021,m² per year,,Saarland,code10,-1.27
2022,m² per year,,Saarland,code10,-1.819
2009,m² per year,Non-rural areas,Saarland,code10,-0.63
2010,m² per year,Non-rural areas,Saarland,code10,-0.636
2011,m² per year,Non-rural areas,Saarland,code10,-0.548
2012,m² per year,Non-rural areas,Saarland,code10,-0.471
2013,m² per year,Non-rural areas,Saarland,code10,-0.403
2014,m² per year,Non-rural areas,Saarland,code10,-0.281
2015,m² per year,Non-rural areas,Saarland,code10,-0.203
2016,m² per year,Non-rural areas,Saarland,code10,-0.447
2017,m² per year,Non-rural areas,Saarland,code10,-0.425
2018,m² per year,Non-rural areas,Saarland,code10,-0.394
2019,m² per year,Non-rural areas,Saarland,code10,-0.425
2020,m² per year,Non-rural areas,Saarland,code10,-0.144
2021,m² per year,Non-rural areas,Saarland,code10,-0.305
2022,m² per year,Non-rural areas,Saarland,code10,-0.154
2009,m² per year,Rural areas,Saarland,code10,-3.875
2010,m² per year,Rural areas,Saarland,code10,-4.455
2011,m² per year,Rural areas,Saarland,code10,-3.763
2012,m² per year,Rural areas,Saarland,code10,-3.254
2013,m² per year,Rural areas,Saarland,code10,-2.666
2014,m² per year,Rural areas,Saarland,code10,-2.002
2015,m² per year,Rural areas,Saarland,code10,-1.501
2016,m² per year,Rural areas,Saarland,code10,-4.989
2017,m² per year,Rural areas,Saarland,code10,-4.781
2018,m² per year,Rural areas,Saarland,code10,-4.391
2019,m² per year,Rural areas,Saarland,code10,-4.552
2020,m² per year,Rural areas,Saarland,code10,-0.845
2021,m² per year,Rural areas,Saarland,code10,-1.748
2022,m² per year,Rural areas,Saarland,code10,-2.655
2004,m² per year,,Saxony,code14,-4.323
2005,m² per year,,Saxony,code14,-3.318
2006,m² per year,,Saxony,code14,-3.117
2007,m² per year,,Saxony,code14,-4.695
2008,m² per year,,Saxony,code14,-5.616
2009,m² per year,,Saxony,code14,-7.213
2010,m² per year,,Saxony,code14,-7.732
2011,m² per year,,Saxony,code14,-6.638
2012,m² per year,,Saxony,code14,-6.366
2013,m² per year,,Saxony,code14,-4.799
2014,m² per year,,Saxony,code14,-8.696
2015,m² per year,,Saxony,code14,-6.544
2016,m² per year,,Saxony,code14,-6.026
2017,m² per year,,Saxony,code14,-6.456
2018,m² per year,,Saxony,code14,-2.037
2019,m² per year,,Saxony,code14,-3.969
2020,m² per year,,Saxony,code14,-4.632
2021,m² per year,,Saxony,code14,-4.862
2022,m² per year,,Saxony,code14,-4.86
2009,m² per year,Non-rural areas,Saxony,code14,-5.543
2010,m² per year,Non-rural areas,Saxony,code14,-5.715
2011,m² per year,Non-rural areas,Saxony,code14,-5.254
2012,m² per year,Non-rural areas,Saxony,code14,-4.601
2013,m² per year,Non-rural areas,Saxony,code14,-3.637
2014,m² per year,Non-rural areas,Saxony,code14,-2.54
2015,m² per year,Non-rural areas,Saxony,code14,-2.288
2016,m² per year,Non-rural areas,Saxony,code14,-1.93
2017,m² per year,Non-rural areas,Saxony,code14,-1.887
2018,m² per year,Non-rural areas,Saxony,code14,-1.885
2019,m² per year,Non-rural areas,Saxony,code14,-1.7
2020,m² per year,Non-rural areas,Saxony,code14,-1.773
2021,m² per year,Non-rural areas,Saxony,code14,-1.726
2022,m² per year,Non-rural areas,Saxony,code14,-1.8
2009,m² per year,Rural areas,Saxony,code14,-10.323
2010,m² per year,Rural areas,Saxony,code14,-8.208
2011,m² per year,Rural areas,Saxony,code14,-7.439
2012,m² per year,Rural areas,Saxony,code14,-7.156
2013,m² per year,Rural areas,Saxony,code14,-5.338
2014,m² per year,Rural areas,Saxony,code14,-11.705
2015,m² per year,Rural areas,Saxony,code14,-8.627
2016,m² per year,Rural areas,Saxony,code14,-7.953
2017,m² per year,Rural areas,Saxony,code14,-8.675
2018,m² per year,Rural areas,Saxony,code14,-2.118
2019,m² per year,Rural areas,Saxony,code14,-5.113
2020,m² per year,Rural areas,Saxony,code14,-6.117
2021,m² per year,Rural areas,Saxony,code14,-6.508
2022,m² per year,Rural areas,Saxony,code14,-6.477
2004,m² per year,,Saxony-Anhalt,code15,-18.486
2005,m² per year,,Saxony-Anhalt,code15,-23.759
2006,m² per year,,Saxony-Anhalt,code15,-26.6
2007,m² per year,,Saxony-Anhalt,code15,-23.744
2008,m² per year,,Saxony-Anhalt,code15,-14.881
2009,m² per year,,Saxony-Anhalt,code15,-5.874
2010,m² per year,,Saxony-Anhalt,code15,-0.823
2011,m² per year,,Saxony-Anhalt,code15,-0.292
2012,m² per year,,Saxony-Anhalt,code15,0.874
2013,m² per year,,Saxony-Anhalt,code15,0.976
2014,m² per year,,Saxony-Anhalt,code15,-0.341
2015,m² per year,,Saxony-Anhalt,code15,-0.784
2016,m² per year,,Saxony-Anhalt,code15,-1.704
2017,m² per year,,Saxony-Anhalt,code15,-1.844
2018,m² per year,,Saxony-Anhalt,code15,-1.133
2019,m² per year,,Saxony-Anhalt,code15,-1.597
2020,m² per year,,Saxony-Anhalt,code15,-1.163
2021,m² per year,,Saxony-Anhalt,code15,-1.128
2022,m² per year,,Saxony-Anhalt,code15,-1.777
2009,m² per year,Non-rural areas,Saxony-Anhalt,code15,1.88
2010,m² per year,Non-rural areas,Saxony-Anhalt,code15,1.155
2011,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.903
2012,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.856
2013,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.269
2014,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.744
2015,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.56
2016,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.313
2017,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.488
2018,m² per year,Non-rural areas,Saxony-Anhalt,code15,-0.257
2019,m² per year,Non-rural areas,Saxony-Anhalt,code15,-1.354
2020,m² per year,Non-rural areas,Saxony-Anhalt,code15,-1.518
2021,m² per year,Non-rural areas,Saxony-Anhalt,code15,-1.533
2022,m² per year,Non-rural areas,Saxony-Anhalt,code15,-1.485
2009,m² per year,Rural areas,Saxony-Anhalt,code15,-1.215
2010,m² per year,Rural areas,Saxony-Anhalt,code15,0.906
2011,m² per year,Rural areas,Saxony-Anhalt,code15,0.961
2012,m² per year,Rural areas,Saxony-Anhalt,code15,0.886
2013,m² per year,Rural areas,Saxony-Anhalt,code15,1.142
2014,m² per year,Rural areas,Saxony-Anhalt,code15,-0.681
2015,m² per year,Rural areas,Saxony-Anhalt,code15,-1.195
2016,m² per year,Rural areas,Saxony-Anhalt,code15,-2.214
2017,m² per year,Rural areas,Saxony-Anhalt,code15,-2.501
2018,m² per year,Rural areas,Saxony-Anhalt,code15,-1.345
2019,m² per year,Rural areas,Saxony-Anhalt,code15,-1.646
2020,m² per year,Rural areas,Saxony-Anhalt,code15,-1.066
2021,m² per year,Rural areas,Saxony-Anhalt,code15,-1.02
2022,m² per year,Rural areas,Saxony-Anhalt,code15,-1.858
2004,m² per year,,Schleswig-Holstein,code01,-11.125
2005,m² per year,,Schleswig-Holstein,code01,-9.754
2006,m² per year,,Schleswig-Holstein,code01,-9.108
2007,m² per year,,Schleswig-Holstein,code01,-8.739
2008,m² per year,,Schleswig-Holstein,code01,-6.95
2009,m² per year,,Schleswig-Holstein,code01,-6.683
2010,m² per year,,Schleswig-Holstein,code01,-5.527
2011,m² per year,,Schleswig-Holstein,code01,-4.638
2012,m² per year,,Schleswig-Holstein,code01,-4.371
2013,m² per year,,Schleswig-Holstein,code01,-4.099
2014,m² per year,,Schleswig-Holstein,code01,-4.088
2015,m² per year,,Schleswig-Holstein,code01,-3.446
2016,m² per year,,Schleswig-Holstein,code01,-3.038
2017,m² per year,,Schleswig-Holstein,code01,-3.208
2018,m² per year,,Schleswig-Holstein,code01,-3.23
2019,m² per year,,Schleswig-Holstein,code01,-2.911
2020,m² per year,,Schleswig-Holstein,code01,-4.414
2021,m² per year,,Schleswig-Holstein,code01,-4.66
2022,m² per year,,Schleswig-Holstein,code01,-4.462
2009,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.093
2010,m² per year,Non-rural areas,Schleswig-Holstein,code01,-0.958
2011,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.041
2012,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.021
2013,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.06
2014,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.118
2015,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.089
2016,m² per year,Non-rural areas,Schleswig-Holstein,code01,-0.891
2017,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.062
2018,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.221
2019,m² per year,Non-rural areas,Schleswig-Holstein,code01,-1.166
2020,m² per year,Non-rural areas,Schleswig-Holstein,code01,-2.821
2021,m² per year,Non-rural areas,Schleswig-Holstein,code01,-2.639
2022,m² per year,Non-rural areas,Schleswig-Holstein,code01,-2.501
2009,m² per year,Rural areas,Schleswig-Holstein,code01,-5.472
2010,m² per year,Rural areas,Schleswig-Holstein,code01,-5.235
2011,m² per year,Rural areas,Schleswig-Holstein,code01,-6.171
2012,m² per year,Rural areas,Schleswig-Holstein,code01,-5.569
2013,m² per year,Rural areas,Schleswig-Holstein,code01,-5.288
2014,m² per year,Rural areas,Schleswig-Holstein,code01,-5.228
2015,m² per year,Rural areas,Schleswig-Holstein,code01,-4.327
2016,m² per year,Rural areas,Schleswig-Holstein,code01,-3.776
2017,m² per year,Rural areas,Schleswig-Holstein,code01,-3.961
2018,m² per year,Rural areas,Schleswig-Holstein,code01,-3.973
2019,m² per year,Rural areas,Schleswig-Holstein,code01,-3.543
2020,m² per year,Rural areas,Schleswig-Holstein,code01,-5.0
2021,m² per year,Rural areas,Schleswig-Holstein,code01,-5.398
2022,m² per year,Rural areas,Schleswig-Holstein,code01,-5.179
2004,m² per year,,Thuringia,code16,-3.352
2005,m² per year,,Thuringia,code16,-3.063
2006,m² per year,,Thuringia,code16,-2.141
2007,m² per year,,Thuringia,code16,-2.49
2008,m² per year,,Thuringia,code16,-3.062
2009,m² per year,,Thuringia,code16,-3.537
2010,m² per year,,Thuringia,code16,-4.464
2011,m² per year,,Thuringia,code16,-5.764
2012,m² per year,,Thuringia,code16,-6.955
2013,m² per year,,Thuringia,code16,-6.992
2014,m² per year,,Thuringia,code16,-9.0
2015,m² per year,,Thuringia,code16,-7.859
2016,m² per year,,Thuringia,code16,-9.366
2017,m² per year,,Thuringia,code16,-21.265
2018,m² per year,,Thuringia,code16,-37.049
2019,m² per year,,Thuringia,code16,-36.833
2020,m² per year,,Thuringia,code16,-33.496
2021,m² per year,,Thuringia,code16,-20.815
2022,m² per year,,Thuringia,code16,-1.716
2009,m² per year,Non-rural areas,Thuringia,code16,-2.108
2010,m² per year,Non-rural areas,Thuringia,code16,-1.812
2011,m² per year,Non-rural areas,Thuringia,code16,-2.743
2012,m² per year,Non-rural areas,Thuringia,code16,-3.893
2013,m² per year,Non-rural areas,Thuringia,code16,-4.203
2014,m² per year,Non-rural areas,Thuringia,code16,-5.211
2015,m² per year,Non-rural areas,Thuringia,code16,-4.38
2016,m² per year,Non-rural areas,Thuringia,code16,-3.789
2017,m² per year,Non-rural areas,Thuringia,code16,-12.193
2018,m² per year,Non-rural areas,Thuringia,code16,-15.251
2019,m² per year,Non-rural areas,Thuringia,code16,-14.961
2020,m² per year,Non-rural areas,Thuringia,code16,-13.848
2021,m² per year,Non-rural areas,Thuringia,code16,-4.089
2022,m² per year,Non-rural areas,Thuringia,code16,0.808
2009,m² per year,Rural areas,Thuringia,code16,-4.692
2010,m² per year,Rural areas,Thuringia,code16,-5.699
2011,m² per year,Rural areas,Thuringia,code16,-6.862
2012,m² per year,Rural areas,Thuringia,code16,-7.481
2013,m² per year,Rural areas,Thuringia,code16,-7.443
2014,m² per year,Rural areas,Thuringia,code16,-9.634
2015,m² per year,Rural areas,Thuringia,code16,-8.515
2016,m² per year,Rural areas,Thuringia,code16,-10.281
2017,m² per year,Rural areas,Thuringia,code16,-22.876
2018,m² per year,Rural areas,Thuringia,code16,-40.927
2019,m² per year,Rural areas,Thuringia,code16,-40.708
2020,m² per year,Rural areas,Thuringia,code16,-37.006
2021,m² per year,Rural areas,Thuringia,code16,-23.813
2022,m² per year,Rural areas,Thuringia,code16,-2.168
