Year,Units,federal state,GeoCode,county,Value
2010,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",23.796
2011,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",25.448
2012,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",26.296
2013,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",26.482
2014,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",27.617
2015,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",28.473
2016,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",28.879
2017,1.000 eur,saxony-anhalt,code15001,"dessau-roßlau, stadt",30.505
2000,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",20.888
2001,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",21.714
2002,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",23.128
2003,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",22.943
2004,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",23.962
2005,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",23.407
2006,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",23.63
2007,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",23.657
2008,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",24.232
2009,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",24.897
2010,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",25.419
2011,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",25.988
2012,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",26.702
2013,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",26.938
2014,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",27.349
2015,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",28.576
2016,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",28.914
2017,1.000 eur,saxony-anhalt,code15002,"halle (saale), stadt",29.368
2000,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",23.628
2001,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",24.602
2002,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",25.577
2003,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",25.94
2004,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",26.268
2005,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",25.946
2006,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",27.132
2007,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",28.112
2008,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",28.908
2009,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",29.312
2010,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",30.02
2011,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",30.209
2012,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",30.873
2013,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",31.006
2014,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",32.38
2015,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",32.729
2016,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",33.195
2017,1.000 eur,saxony-anhalt,code15003,"magdeburg, stadt",33.964
2000,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,13.795
2001,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,14.291
2002,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,15.135
2003,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,16.152
2004,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,16.555
2005,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,16.758
2006,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,17.658
2007,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,20.306
2008,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,18.238
2009,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,18.072
2010,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,18.9
2011,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,20.266
2012,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,21.883
2013,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,22.414
2014,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,23.003
2015,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,22.875
2016,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,23.29
2017,1.000 eur,saxony-anhalt,code15081,altmarkkreis salzwedel,23.744
2000,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,15.034
2001,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,15.521
2002,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,16.394
2003,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,17.4
2004,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,17.22
2005,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,18.448
2006,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,19.893
2007,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,21.999
2008,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,23.778
2009,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,20.333
2010,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,23.548
2011,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,20.177
2012,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,23.067
2013,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,25.488
2014,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,25.547
2015,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,26.396
2016,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,27.474
2017,1.000 eur,saxony-anhalt,code15082,anhalt-bitterfeld,28.385
2000,1.000 eur,saxony-anhalt,code15083,börde,15.12
2001,1.000 eur,saxony-anhalt,code15083,börde,16.045
2002,1.000 eur,saxony-anhalt,code15083,börde,17.112
2003,1.000 eur,saxony-anhalt,code15083,börde,17.102
2004,1.000 eur,saxony-anhalt,code15083,börde,17.377
2005,1.000 eur,saxony-anhalt,code15083,börde,18.286
2006,1.000 eur,saxony-anhalt,code15083,börde,19.197
2007,1.000 eur,saxony-anhalt,code15083,börde,21.195
2008,1.000 eur,saxony-anhalt,code15083,börde,23.463
2009,1.000 eur,saxony-anhalt,code15083,börde,20.919
2010,1.000 eur,saxony-anhalt,code15083,börde,22.529
2011,1.000 eur,saxony-anhalt,code15083,börde,23.749
2012,1.000 eur,saxony-anhalt,code15083,börde,25.357
2013,1.000 eur,saxony-anhalt,code15083,börde,26.233
2014,1.000 eur,saxony-anhalt,code15083,börde,26.778
2015,1.000 eur,saxony-anhalt,code15083,börde,26.925
2016,1.000 eur,saxony-anhalt,code15083,börde,28.174
2017,1.000 eur,saxony-anhalt,code15083,börde,29.019
2000,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,14.314
2001,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,14.36
2002,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,15.641
2003,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,15.547
2004,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,15.883
2005,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,15.308
2006,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,16.948
2007,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,18.421
2008,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,18.535
2009,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,17.81
2010,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,19.259
2011,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,20.005
2012,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,21.501
2013,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,21.799
2014,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,22.477
2015,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,23.195
2016,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,24.194
2017,1.000 eur,saxony-anhalt,code15084,burgenlandkreis,24.781
2000,1.000 eur,saxony-anhalt,code15085,harz,15.374
2001,1.000 eur,saxony-anhalt,code15085,harz,15.815
2002,1.000 eur,saxony-anhalt,code15085,harz,15.888
2003,1.000 eur,saxony-anhalt,code15085,harz,15.838
2004,1.000 eur,saxony-anhalt,code15085,harz,16.694
2005,1.000 eur,saxony-anhalt,code15085,harz,17.445
2006,1.000 eur,saxony-anhalt,code15085,harz,18.404
2007,1.000 eur,saxony-anhalt,code15085,harz,19.657
2008,1.000 eur,saxony-anhalt,code15085,harz,19.082
2009,1.000 eur,saxony-anhalt,code15085,harz,17.939
2010,1.000 eur,saxony-anhalt,code15085,harz,18.64
2011,1.000 eur,saxony-anhalt,code15085,harz,19.757
2012,1.000 eur,saxony-anhalt,code15085,harz,20.215
2013,1.000 eur,saxony-anhalt,code15085,harz,20.851
2014,1.000 eur,saxony-anhalt,code15085,harz,21.533
2015,1.000 eur,saxony-anhalt,code15085,harz,22.302
2016,1.000 eur,saxony-anhalt,code15085,harz,22.809
2017,1.000 eur,saxony-anhalt,code15085,harz,23.575
2000,1.000 eur,saxony-anhalt,code15086,jerichower land,15.421
2001,1.000 eur,saxony-anhalt,code15086,jerichower land,15.748
2002,1.000 eur,saxony-anhalt,code15086,jerichower land,17.302
2003,1.000 eur,saxony-anhalt,code15086,jerichower land,17.185
2004,1.000 eur,saxony-anhalt,code15086,jerichower land,17.961
2005,1.000 eur,saxony-anhalt,code15086,jerichower land,18.768
2006,1.000 eur,saxony-anhalt,code15086,jerichower land,18.669
2007,1.000 eur,saxony-anhalt,code15086,jerichower land,20.004
2008,1.000 eur,saxony-anhalt,code15086,jerichower land,20.764
2009,1.000 eur,saxony-anhalt,code15086,jerichower land,19.538
2010,1.000 eur,saxony-anhalt,code15086,jerichower land,20.222
2011,1.000 eur,saxony-anhalt,code15086,jerichower land,21.541
2012,1.000 eur,saxony-anhalt,code15086,jerichower land,22.557
2013,1.000 eur,saxony-anhalt,code15086,jerichower land,22.963
2014,1.000 eur,saxony-anhalt,code15086,jerichower land,24.249
2015,1.000 eur,saxony-anhalt,code15086,jerichower land,23.876
2016,1.000 eur,saxony-anhalt,code15086,jerichower land,24.265
2017,1.000 eur,saxony-anhalt,code15086,jerichower land,25.385
2000,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,12.538
2001,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,12.656
2002,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,13.173
2003,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,12.632
2004,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,13.104
2005,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,13.33
2006,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,14.17
2007,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,14.562
2008,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,15.234
2009,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,15.241
2010,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,16.925
2011,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,17.358
2012,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,17.851
2013,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,18.35
2014,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,18.85
2015,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,19.185
2016,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,19.702
2017,1.000 eur,saxony-anhalt,code15087,mansfeld-südharz,21.077
2000,1.000 eur,saxony-anhalt,code15088,saalekreis,19.339
2001,1.000 eur,saxony-anhalt,code15088,saalekreis,19.595
2002,1.000 eur,saxony-anhalt,code15088,saalekreis,19.908
2003,1.000 eur,saxony-anhalt,code15088,saalekreis,21.148
2004,1.000 eur,saxony-anhalt,code15088,saalekreis,21.978
2005,1.000 eur,saxony-anhalt,code15088,saalekreis,22.764
2006,1.000 eur,saxony-anhalt,code15088,saalekreis,24.688
2007,1.000 eur,saxony-anhalt,code15088,saalekreis,25.369
2008,1.000 eur,saxony-anhalt,code15088,saalekreis,25.404
2009,1.000 eur,saxony-anhalt,code15088,saalekreis,24.234
2010,1.000 eur,saxony-anhalt,code15088,saalekreis,27.736
2011,1.000 eur,saxony-anhalt,code15088,saalekreis,28.287
2012,1.000 eur,saxony-anhalt,code15088,saalekreis,28.812
2013,1.000 eur,saxony-anhalt,code15088,saalekreis,29.036
2014,1.000 eur,saxony-anhalt,code15088,saalekreis,29.421
2015,1.000 eur,saxony-anhalt,code15088,saalekreis,30.971
2016,1.000 eur,saxony-anhalt,code15088,saalekreis,32.378
2017,1.000 eur,saxony-anhalt,code15088,saalekreis,34.157
2000,1.000 eur,saxony-anhalt,code15089,salzlandkreis,12.91
2001,1.000 eur,saxony-anhalt,code15089,salzlandkreis,13.405
2002,1.000 eur,saxony-anhalt,code15089,salzlandkreis,13.797
2003,1.000 eur,saxony-anhalt,code15089,salzlandkreis,15.102
2004,1.000 eur,saxony-anhalt,code15089,salzlandkreis,15.808
2005,1.000 eur,saxony-anhalt,code15089,salzlandkreis,15.317
2006,1.000 eur,saxony-anhalt,code15089,salzlandkreis,16.583
2007,1.000 eur,saxony-anhalt,code15089,salzlandkreis,18.161
2008,1.000 eur,saxony-anhalt,code15089,salzlandkreis,18.44
2009,1.000 eur,saxony-anhalt,code15089,salzlandkreis,18.069
2010,1.000 eur,saxony-anhalt,code15089,salzlandkreis,19.328
2011,1.000 eur,saxony-anhalt,code15089,salzlandkreis,20.093
2012,1.000 eur,saxony-anhalt,code15089,salzlandkreis,21.747
2013,1.000 eur,saxony-anhalt,code15089,salzlandkreis,22.694
2014,1.000 eur,saxony-anhalt,code15089,salzlandkreis,22.827
2015,1.000 eur,saxony-anhalt,code15089,salzlandkreis,23.579
2016,1.000 eur,saxony-anhalt,code15089,salzlandkreis,24.541
2017,1.000 eur,saxony-anhalt,code15089,salzlandkreis,25.691
2000,1.000 eur,saxony-anhalt,code15090,stendal,13.86
2001,1.000 eur,saxony-anhalt,code15090,stendal,14.212
2002,1.000 eur,saxony-anhalt,code15090,stendal,14.737
2003,1.000 eur,saxony-anhalt,code15090,stendal,14.734
2004,1.000 eur,saxony-anhalt,code15090,stendal,15.328
2005,1.000 eur,saxony-anhalt,code15090,stendal,15.407
2006,1.000 eur,saxony-anhalt,code15090,stendal,16.297
2007,1.000 eur,saxony-anhalt,code15090,stendal,17.411
2008,1.000 eur,saxony-anhalt,code15090,stendal,17.985
2009,1.000 eur,saxony-anhalt,code15090,stendal,17.944
2010,1.000 eur,saxony-anhalt,code15090,stendal,18.938
2011,1.000 eur,saxony-anhalt,code15090,stendal,19.584
2012,1.000 eur,saxony-anhalt,code15090,stendal,20.841
2013,1.000 eur,saxony-anhalt,code15090,stendal,20.949
2014,1.000 eur,saxony-anhalt,code15090,stendal,22.572
2015,1.000 eur,saxony-anhalt,code15090,stendal,23.335
2016,1.000 eur,saxony-anhalt,code15090,stendal,23.823
2017,1.000 eur,saxony-anhalt,code15090,stendal,25.719
2000,1.000 eur,saxony-anhalt,code15091,wittenberg,13.792
2001,1.000 eur,saxony-anhalt,code15091,wittenberg,13.652
2002,1.000 eur,saxony-anhalt,code15091,wittenberg,14.799
2003,1.000 eur,saxony-anhalt,code15091,wittenberg,15.284
2004,1.000 eur,saxony-anhalt,code15091,wittenberg,16.077
2005,1.000 eur,saxony-anhalt,code15091,wittenberg,16.191
2006,1.000 eur,saxony-anhalt,code15091,wittenberg,16.768
2007,1.000 eur,saxony-anhalt,code15091,wittenberg,17.68
2008,1.000 eur,saxony-anhalt,code15091,wittenberg,18.812
2009,1.000 eur,saxony-anhalt,code15091,wittenberg,17.998
2010,1.000 eur,saxony-anhalt,code15091,wittenberg,20.096
2011,1.000 eur,saxony-anhalt,code15091,wittenberg,21.139
2012,1.000 eur,saxony-anhalt,code15091,wittenberg,22.134
2013,1.000 eur,saxony-anhalt,code15091,wittenberg,22.538
2014,1.000 eur,saxony-anhalt,code15091,wittenberg,23.921
2015,1.000 eur,saxony-anhalt,code15091,wittenberg,24.809
2016,1.000 eur,saxony-anhalt,code15091,wittenberg,25.346
2017,1.000 eur,saxony-anhalt,code15091,wittenberg,25.687
2000,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",32.428
2001,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",32.854
2002,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",33.734
2003,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",33.976
2004,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",36.231
2005,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",37.258
2006,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",38.676
2007,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",38.931
2008,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",39.456
2009,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",37.92
2010,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",38.129
2011,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",38.544
2012,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",39.128
2013,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",39.359
2014,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",39.434
2015,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",41.477
2016,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",41.572
2017,1.000 eur,schleswig-holstein,code01001,"flensburg, stadt",42.751
2000,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",33.9
2001,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",34.776
2002,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",33.245
2003,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",34.983
2004,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",34.88
2005,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",35.384
2006,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",36.872
2007,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",36.825
2008,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",38.794
2009,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",38.825
2010,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",38.785
2011,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",39.83
2012,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",40.116
2013,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",41.937
2014,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",43.645
2015,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",43.888
2016,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",45.066
2017,1.000 eur,schleswig-holstein,code01002,"kiel, stadt",47.019
2000,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",26.464
2001,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",26.955
2002,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",27.63
2003,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",28.371
2004,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",27.51
2005,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",27.543
2006,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",29.09
2007,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",30.032
2008,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",30.126
2009,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",29.373
2010,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",30.609
2011,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",32.082
2012,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",34.144
2013,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",34.834
2014,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",37.274
2015,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",37.737
2016,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",38.353
2017,1.000 eur,schleswig-holstein,code01003,"lübeck, stadt",40.547
2000,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",27.364
2001,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",27.152
2002,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",27.534
2003,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",29.111
2004,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",27.89
2005,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",28.446
2006,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",29.818
2007,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",31.14
2008,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",31.556
2009,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",30.86
2010,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",32.43
2011,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",34.258
2012,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",34.618
2013,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",35.93
2014,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",37.967
2015,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",38.376
2016,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",38.53
2017,1.000 eur,schleswig-holstein,code01004,"neumünster, stadt",40.508
2000,1.000 eur,schleswig-holstein,code01051,dithmarschen,22.506
2001,1.000 eur,schleswig-holstein,code01051,dithmarschen,23.461
2002,1.000 eur,schleswig-holstein,code01051,dithmarschen,23.162
2003,1.000 eur,schleswig-holstein,code01051,dithmarschen,22.599
2004,1.000 eur,schleswig-holstein,code01051,dithmarschen,31.071
2005,1.000 eur,schleswig-holstein,code01051,dithmarschen,21.957
2006,1.000 eur,schleswig-holstein,code01051,dithmarschen,23.88
2007,1.000 eur,schleswig-holstein,code01051,dithmarschen,22.756
2008,1.000 eur,schleswig-holstein,code01051,dithmarschen,25.044
2009,1.000 eur,schleswig-holstein,code01051,dithmarschen,23.484
2010,1.000 eur,schleswig-holstein,code01051,dithmarschen,24.754
2011,1.000 eur,schleswig-holstein,code01051,dithmarschen,25.466
2012,1.000 eur,schleswig-holstein,code01051,dithmarschen,27.029
2013,1.000 eur,schleswig-holstein,code01051,dithmarschen,28.436
2014,1.000 eur,schleswig-holstein,code01051,dithmarschen,27.895
2015,1.000 eur,schleswig-holstein,code01051,dithmarschen,29.775
2016,1.000 eur,schleswig-holstein,code01051,dithmarschen,30.83
2017,1.000 eur,schleswig-holstein,code01051,dithmarschen,32.837
2000,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,18.138
2001,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,16.881
2002,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,17.615
2003,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,17.184
2004,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,17.405
2005,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,19.293
2006,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,22.53
2007,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,23.364
2008,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,18.785
2009,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,18.363
2010,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,18.949
2011,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,19.651
2012,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,20.349
2013,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,21.257
2014,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,21.124
2015,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,21.328
2016,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,21.969
2017,1.000 eur,schleswig-holstein,code01053,herzogtum lauenburg,22.877
2000,1.000 eur,schleswig-holstein,code01054,nordfriesland,23.625
2001,1.000 eur,schleswig-holstein,code01054,nordfriesland,24.54
2002,1.000 eur,schleswig-holstein,code01054,nordfriesland,24.158
2003,1.000 eur,schleswig-holstein,code01054,nordfriesland,24.602
2004,1.000 eur,schleswig-holstein,code01054,nordfriesland,24.642
2005,1.000 eur,schleswig-holstein,code01054,nordfriesland,24.707
2006,1.000 eur,schleswig-holstein,code01054,nordfriesland,25.12
2007,1.000 eur,schleswig-holstein,code01054,nordfriesland,26.736
2008,1.000 eur,schleswig-holstein,code01054,nordfriesland,28.316
2009,1.000 eur,schleswig-holstein,code01054,nordfriesland,28.478
2010,1.000 eur,schleswig-holstein,code01054,nordfriesland,29.251
2011,1.000 eur,schleswig-holstein,code01054,nordfriesland,29.566
2012,1.000 eur,schleswig-holstein,code01054,nordfriesland,31.765
2013,1.000 eur,schleswig-holstein,code01054,nordfriesland,32.103
2014,1.000 eur,schleswig-holstein,code01054,nordfriesland,32.858
2015,1.000 eur,schleswig-holstein,code01054,nordfriesland,33.725
2016,1.000 eur,schleswig-holstein,code01054,nordfriesland,34.129
2017,1.000 eur,schleswig-holstein,code01054,nordfriesland,35.283
2000,1.000 eur,schleswig-holstein,code01055,ostholstein,18.763
2001,1.000 eur,schleswig-holstein,code01055,ostholstein,19.188
2002,1.000 eur,schleswig-holstein,code01055,ostholstein,19.263
2003,1.000 eur,schleswig-holstein,code01055,ostholstein,19.016
2004,1.000 eur,schleswig-holstein,code01055,ostholstein,18.542
2005,1.000 eur,schleswig-holstein,code01055,ostholstein,18.934
2006,1.000 eur,schleswig-holstein,code01055,ostholstein,18.593
2007,1.000 eur,schleswig-holstein,code01055,ostholstein,19.355
2008,1.000 eur,schleswig-holstein,code01055,ostholstein,19.625
2009,1.000 eur,schleswig-holstein,code01055,ostholstein,19.516
2010,1.000 eur,schleswig-holstein,code01055,ostholstein,20.13
2011,1.000 eur,schleswig-holstein,code01055,ostholstein,20.648
2012,1.000 eur,schleswig-holstein,code01055,ostholstein,21.858
2013,1.000 eur,schleswig-holstein,code01055,ostholstein,22.649
2014,1.000 eur,schleswig-holstein,code01055,ostholstein,23.43
2015,1.000 eur,schleswig-holstein,code01055,ostholstein,24.173
2016,1.000 eur,schleswig-holstein,code01055,ostholstein,24.961
2017,1.000 eur,schleswig-holstein,code01055,ostholstein,26.099
2000,1.000 eur,schleswig-holstein,code01056,pinneberg,21.823
2001,1.000 eur,schleswig-holstein,code01056,pinneberg,23.525
2002,1.000 eur,schleswig-holstein,code01056,pinneberg,22.762
2003,1.000 eur,schleswig-holstein,code01056,pinneberg,22.778
2004,1.000 eur,schleswig-holstein,code01056,pinneberg,22.798
2005,1.000 eur,schleswig-holstein,code01056,pinneberg,24.088
2006,1.000 eur,schleswig-holstein,code01056,pinneberg,24.221
2007,1.000 eur,schleswig-holstein,code01056,pinneberg,25.29
2008,1.000 eur,schleswig-holstein,code01056,pinneberg,25.421
2009,1.000 eur,schleswig-holstein,code01056,pinneberg,24.786
