Year,Units,degree of urbanisation,federal state,GeoCode,Value
2010,inhabitants per m² settlement and transport area,,berlin,code11,5218.535
2011,inhabitants per m² settlement and transport area,,berlin,code11,5294.395
2012,inhabitants per m² settlement and transport area,,berlin,code11,5389.937
2013,inhabitants per m² settlement and transport area,,berlin,code11,5455.635
2014,inhabitants per m² settlement and transport area,,berlin,code11,5532.197
2015,inhabitants per m² settlement and transport area,,berlin,code11,5612.205
2016,inhabitants per m² settlement and transport area,,berlin,code11,5699.574
2017,inhabitants per m² settlement and transport area,,berlin,code11,5752.324
2018,inhabitants per m² settlement and transport area,,berlin,code11,5798.416
2019,inhabitants per m² settlement and transport area,,berlin,code11,5835.797
2020,inhabitants per m² settlement and transport area,,berlin,code11,5825.815
2021,inhabitants per m² settlement and transport area,,berlin,code11,5846.444
2000,inhabitants per m² settlement and transport area,,brandenburg,code12,1066.517
2001,inhabitants per m² settlement and transport area,,brandenburg,code12,1047.189
2002,inhabitants per m² settlement and transport area,,brandenburg,code12,1029.36
2003,inhabitants per m² settlement and transport area,,brandenburg,code12,1013.108
2004,inhabitants per m² settlement and transport area,,brandenburg,code12,999.224
2005,inhabitants per m² settlement and transport area,,brandenburg,code12,979.749
2006,inhabitants per m² settlement and transport area,,brandenburg,code12,962.878
2007,inhabitants per m² settlement and transport area,,brandenburg,code12,948.436
2008,inhabitants per m² settlement and transport area,,brandenburg,code12,927.872
2009,inhabitants per m² settlement and transport area,,brandenburg,code12,914.506
2010,inhabitants per m² settlement and transport area,,brandenburg,code12,905.065
2011,inhabitants per m² settlement and transport area,,brandenburg,code12,898.132
2012,inhabitants per m² settlement and transport area,,brandenburg,code12,892.536
2013,inhabitants per m² settlement and transport area,,brandenburg,code12,879.268
2014,inhabitants per m² settlement and transport area,,brandenburg,code12,878.909
2015,inhabitants per m² settlement and transport area,,brandenburg,code12,886.326
2016,inhabitants per m² settlement and transport area,,brandenburg,code12,887.605
2017,inhabitants per m² settlement and transport area,,brandenburg,code12,890.297
2018,inhabitants per m² settlement and transport area,,brandenburg,code12,891.241
2019,inhabitants per m² settlement and transport area,,brandenburg,code12,894.174
2020,inhabitants per m² settlement and transport area,,brandenburg,code12,888.494
2021,inhabitants per m² settlement and transport area,,brandenburg,code12,883.613
2000,inhabitants per m² settlement and transport area,,bremen,code04,2889.254
2001,inhabitants per m² settlement and transport area,,bremen,code04,2872.038
2002,inhabitants per m² settlement and transport area,,bremen,code04,2880.743
2003,inhabitants per m² settlement and transport area,,bremen,code04,2870.589
2004,inhabitants per m² settlement and transport area,,bremen,code04,2868.943
2005,inhabitants per m² settlement and transport area,,bremen,code04,2855.601
2006,inhabitants per m² settlement and transport area,,bremen,code04,2855.892
2007,inhabitants per m² settlement and transport area,,bremen,code04,2825.337
2008,inhabitants per m² settlement and transport area,,bremen,code04,2818.054
2009,inhabitants per m² settlement and transport area,,bremen,code04,2815.321
2010,inhabitants per m² settlement and transport area,,bremen,code04,2796.789
2011,inhabitants per m² settlement and transport area,,bremen,code04,2787.842
2012,inhabitants per m² settlement and transport area,,bremen,code04,2775.101
2013,inhabitants per m² settlement and transport area,,bremen,code04,2786.193
2014,inhabitants per m² settlement and transport area,,bremen,code04,2793.366
2015,inhabitants per m² settlement and transport area,,bremen,code04,2833.885
2016,inhabitants per m² settlement and transport area,,bremen,code04,2864.541
2017,inhabitants per m² settlement and transport area,,bremen,code04,2870.767
2018,inhabitants per m² settlement and transport area,,bremen,code04,2883.257
2019,inhabitants per m² settlement and transport area,,bremen,code04,2873.785
2020,inhabitants per m² settlement and transport area,,bremen,code04,2864.67
2021,inhabitants per m² settlement and transport area,,bremen,code04,2846.947
2000,inhabitants per m² settlement and transport area,,hamburg,code02,3889.701
2001,inhabitants per m² settlement and transport area,,hamburg,code02,3905.884
2002,inhabitants per m² settlement and transport area,,hamburg,code02,3866.139
2003,inhabitants per m² settlement and transport area,,hamburg,code02,3842.566
2004,inhabitants per m² settlement and transport area,,hamburg,code02,3799.499
2005,inhabitants per m² settlement and transport area,,hamburg,code02,3776.047
2006,inhabitants per m² settlement and transport area,,hamburg,code02,3773.705
2007,inhabitants per m² settlement and transport area,,hamburg,code02,3793.242
2008,inhabitants per m² settlement and transport area,,hamburg,code02,3787.204
2009,inhabitants per m² settlement and transport area,,hamburg,code02,3774.135
2010,inhabitants per m² settlement and transport area,,hamburg,code02,3783.485
2011,inhabitants per m² settlement and transport area,,hamburg,code02,3811.183
2012,inhabitants per m² settlement and transport area,,hamburg,code02,3838.351
2013,inhabitants per m² settlement and transport area,,hamburg,code02,3848.038
2014,inhabitants per m² settlement and transport area,,hamburg,code02,3910.121
2015,inhabitants per m² settlement and transport area,,hamburg,code02,3991.274
2016,inhabitants per m² settlement and transport area,,hamburg,code02,4069.772
2017,inhabitants per m² settlement and transport area,,hamburg,code02,4111.27
2018,inhabitants per m² settlement and transport area,,hamburg,code02,4137.853
2019,inhabitants per m² settlement and transport area,,hamburg,code02,4153.557
2020,inhabitants per m² settlement and transport area,,hamburg,code02,4166.336
2021,inhabitants per m² settlement and transport area,,hamburg,code02,4175.059
2000,inhabitants per m² settlement and transport area,,hesse,code06,1912.076
2001,inhabitants per m² settlement and transport area,,hesse,code06,1907.499
2002,inhabitants per m² settlement and transport area,,hesse,code06,1900.128
2003,inhabitants per m² settlement and transport area,,hesse,code06,1888.997
2004,inhabitants per m² settlement and transport area,,hesse,code06,1880.438
2005,inhabitants per m² settlement and transport area,,hesse,code06,1869.685
2006,inhabitants per m² settlement and transport area,,hesse,code06,1856.005
2007,inhabitants per m² settlement and transport area,,hesse,code06,1844.509
2008,inhabitants per m² settlement and transport area,,hesse,code06,1834.474
2009,inhabitants per m² settlement and transport area,,hesse,code06,1824.832
2010,inhabitants per m² settlement and transport area,,hesse,code06,1817.118
2011,inhabitants per m² settlement and transport area,,hesse,code06,1822.309
2012,inhabitants per m² settlement and transport area,,hesse,code06,1821.439
2013,inhabitants per m² settlement and transport area,,hesse,code06,1825.767
2014,inhabitants per m² settlement and transport area,,hesse,code06,1833.186
2015,inhabitants per m² settlement and transport area,,hesse,code06,1852.909
2016,inhabitants per m² settlement and transport area,,hesse,code06,1858.937
2017,inhabitants per m² settlement and transport area,,hesse,code06,1860.373
2018,inhabitants per m² settlement and transport area,,hesse,code06,1861.384
2019,inhabitants per m² settlement and transport area,,hesse,code06,1863.002
2020,inhabitants per m² settlement and transport area,,hesse,code06,1861.494
2021,inhabitants per m² settlement and transport area,,hesse,code06,1859.29
2000,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,1100.569
2001,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,1071.098
2002,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,1035.207
2003,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,1006.368
2004,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,980.888
2005,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,959.234
2006,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,935.943
2007,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,914.584
2008,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,885.627
2009,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,864.273
2010,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,846.73
2011,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,838.056
2012,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,829.713
2013,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,824.202
2014,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,815.562
2015,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,821.009
2016,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,818.856
2017,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,831.318
2018,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,829.776
2019,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,829.745
2020,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,829.565
2021,inhabitants per m² settlement and transport area,,mecklenburg western pomerania,code13,827.59
2000,inhabitants per m² settlement and transport area,,lower saxony,code03,1309.911
2001,inhabitants per m² settlement and transport area,,lower saxony,code03,1301.689
2002,inhabitants per m² settlement and transport area,,lower saxony,code03,1295.167
2003,inhabitants per m² settlement and transport area,,lower saxony,code03,1286.386
2004,inhabitants per m² settlement and transport area,,lower saxony,code03,1272.609
2005,inhabitants per m² settlement and transport area,,lower saxony,code03,1260.146
2006,inhabitants per m² settlement and transport area,,lower saxony,code03,1249.498
2007,inhabitants per m² settlement and transport area,,lower saxony,code03,1239.396
2008,inhabitants per m² settlement and transport area,,lower saxony,code03,1226.717
2009,inhabitants per m² settlement and transport area,,lower saxony,code03,1217.022
2010,inhabitants per m² settlement and transport area,,lower saxony,code03,1209.036
2011,inhabitants per m² settlement and transport area,,lower saxony,code03,1198.315
2012,inhabitants per m² settlement and transport area,,lower saxony,code03,1192.459
2013,inhabitants per m² settlement and transport area,,lower saxony,code03,1188.069
2014,inhabitants per m² settlement and transport area,,lower saxony,code03,1186.741
2015,inhabitants per m² settlement and transport area,,lower saxony,code03,1195.747
2016,inhabitants per m² settlement and transport area,,lower saxony,code03,1192.507
2017,inhabitants per m² settlement and transport area,,lower saxony,code03,1190.8
2018,inhabitants per m² settlement and transport area,,lower saxony,code03,1189.158
2019,inhabitants per m² settlement and transport area,,lower saxony,code03,1187.056
2020,inhabitants per m² settlement and transport area,,lower saxony,code03,1184.11
2021,inhabitants per m² settlement and transport area,,lower saxony,code03,1184.019
2000,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2518.368
2001,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2501.24
2002,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2482.608
2003,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2469.881
2004,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2443.204
2005,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2423.142
2006,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2400.15
2007,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2377.666
2008,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2350.008
2009,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2329.595
2010,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2311.218
2011,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2300.364
2012,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2290.276
2013,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2282.52
2014,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2281.424
2015,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2300.802
2016,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2293.961
2017,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2290.083
2018,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2287.202
2019,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2280.46
2020,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2271.679
2021,inhabitants per m² settlement and transport area,,north rhine-westphalia,code05,2265.895
2000,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1510.682
2001,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1504.613
2002,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1497.584
2003,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1488.929
2004,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1472.813
2005,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1456.419
2006,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1443.682
2007,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1432.223
2008,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1419.858
2009,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1413.16
2010,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1408.851
2011,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1405.395
2012,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1403.0
2013,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1401.962
2014,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1406.517
2015,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1422.974
2016,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1429.64
2017,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1433.047
2018,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1434.295
2019,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1433.168
2020,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1426.028
2021,inhabitants per m² settlement and transport area,,rhineland palatinate,code07,1413.373
2000,inhabitants per m² settlement and transport area,,saarland,code10,2059.873
2001,inhabitants per m² settlement and transport area,,saarland,code10,2042.008
2002,inhabitants per m² settlement and transport area,,saarland,code10,2029.786
2003,inhabitants per m² settlement and transport area,,saarland,code10,2017.553
2004,inhabitants per m² settlement and transport area,,saarland,code10,1987.2
2005,inhabitants per m² settlement and transport area,,saarland,code10,1966.571
2006,inhabitants per m² settlement and transport area,,saarland,code10,1944.231
2007,inhabitants per m² settlement and transport area,,saarland,code10,1923.08
2008,inhabitants per m² settlement and transport area,,saarland,code10,1902.573
2009,inhabitants per m² settlement and transport area,,saarland,code10,1875.898
2010,inhabitants per m² settlement and transport area,,saarland,code10,1851.093
2011,inhabitants per m² settlement and transport area,,saarland,code10,1840.199
2012,inhabitants per m² settlement and transport area,,saarland,code10,1826.764
2013,inhabitants per m² settlement and transport area,,saarland,code10,1816.811
2014,inhabitants per m² settlement and transport area,,saarland,code10,1810.347
2015,inhabitants per m² settlement and transport area,,saarland,code10,1818.971
2016,inhabitants per m² settlement and transport area,,saarland,code10,1817.512
2017,inhabitants per m² settlement and transport area,,saarland,code10,1811.136
2018,inhabitants per m² settlement and transport area,,saarland,code10,1802.564
2019,inhabitants per m² settlement and transport area,,saarland,code10,1793.623
2020,inhabitants per m² settlement and transport area,,saarland,code10,1786.444
2021,inhabitants per m² settlement and transport area,,saarland,code10,1773.415
2000,inhabitants per m² settlement and transport area,,saxony,code14,2092.92
2001,inhabitants per m² settlement and transport area,,saxony,code14,2042.444
2002,inhabitants per m² settlement and transport area,,saxony,code14,2003.867
2003,inhabitants per m² settlement and transport area,,saxony,code14,1975.119
2004,inhabitants per m² settlement and transport area,,saxony,code14,1952.441
2005,inhabitants per m² settlement and transport area,,saxony,code14,1930.399
2006,inhabitants per m² settlement and transport area,,saxony,code14,1902.653
2007,inhabitants per m² settlement and transport area,,saxony,code14,1852.557
2008,inhabitants per m² settlement and transport area,,saxony,code14,1818.021
2009,inhabitants per m² settlement and transport area,,saxony,code14,1776.318
2010,inhabitants per m² settlement and transport area,,saxony,code14,1747.079
2011,inhabitants per m² settlement and transport area,,saxony,code14,1725.416
2012,inhabitants per m² settlement and transport area,,saxony,code14,1709.028
2013,inhabitants per m² settlement and transport area,,saxony,code14,1699.449
2014,inhabitants per m² settlement and transport area,,saxony,code14,1641.881
2015,inhabitants per m² settlement and transport area,,saxony,code14,1662.697
2016,inhabitants per m² settlement and transport area,,saxony,code14,1670.329
2017,inhabitants per m² settlement and transport area,,saxony,code14,1657.842
2018,inhabitants per m² settlement and transport area,,saxony,code14,1645.504
2019,inhabitants per m² settlement and transport area,,saxony,code14,1630.915
2020,inhabitants per m² settlement and transport area,,saxony,code14,1610.46
2021,inhabitants per m² settlement and transport area,,saxony,code14,1591.232
2000,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1353.947
2001,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1306.754
2002,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1279.063
2003,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1244.72
2004,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1172.177
2005,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1111.425
2006,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1076.809
2007,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1061.502
2008,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1042.856
2009,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1029.759
2010,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1022.317
2011,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1014.032
2012,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1007.206
2013,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,1000.155
2014,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,993.471
2015,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,996.992
2016,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,992.016
2017,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,985.194
2018,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,978.809
2019,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,970.215
2020,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,963.0
2021,inhabitants per m² settlement and transport area,,saxony-anhalt,code15,957.157
2000,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1579.031
2001,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1558.982
2002,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1538.38
2003,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1515.457
2004,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1492.7
2005,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1481.586
2006,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1463.044
2007,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1443.67
2008,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1433.244
2009,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1421.931
2010,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1414.444
2011,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1403.507
2012,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1400.051
2013,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1397.802
2014,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1397.595
2015,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1404.433
2016,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1408.903
2017,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1404.366
2018,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1399.885
2019,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1398.937
2020,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1388.286
2021,inhabitants per m² settlement and transport area,,schleswig-holstein,code01,1383.538
2000,inhabitants per m² settlement and transport area,,thuringia,code16,1676.592
2001,inhabitants per m² settlement and transport area,,thuringia,code16,1650.834
2002,inhabitants per m² settlement and transport area,,thuringia,code16,1620.166
2003,inhabitants per m² settlement and transport area,,thuringia,code16,1600.35
2004,inhabitants per m² settlement and transport area,,thuringia,code16,1582.45
2005,inhabitants per m² settlement and transport area,,thuringia,code16,1560.62
2006,inhabitants per m² settlement and transport area,,thuringia,code16,1538.174
2007,inhabitants per m² settlement and transport area,,thuringia,code16,1513.771
2008,inhabitants per m² settlement and transport area,,thuringia,code16,1488.876
2009,inhabitants per m² settlement and transport area,,thuringia,code16,1465.704
2010,inhabitants per m² settlement and transport area,,thuringia,code16,1441.958
2011,inhabitants per m² settlement and transport area,,thuringia,code16,1415.021
2012,inhabitants per m² settlement and transport area,,thuringia,code16,1390.413
2013,inhabitants per m² settlement and transport area,,thuringia,code16,1375.314
2014,inhabitants per m² settlement and transport area,,thuringia,code16,1346.636
2015,inhabitants per m² settlement and transport area,,thuringia,code16,1347.668
2016,inhabitants per m² settlement and transport area,,thuringia,code16,1332.26
2017,inhabitants per m² settlement and transport area,,thuringia,code16,1241.863
2018,inhabitants per m² settlement and transport area,,thuringia,code16,1129.541
2019,inhabitants per m² settlement and transport area,,thuringia,code16,1120.26
2020,inhabitants per m² settlement and transport area,,thuringia,code16,1118.474
2021,inhabitants per m² settlement and transport area,,thuringia,code16,1116.624
